,count_x,sending_count,receiving_count,active_count,new_non_zero_count,difficulty_mean,difficulty_latest,hash_rate_mean,count_y,rate,size_mean,size_sum,transfers_volume_sum,transfers_volume_mean,transfers_volume_median,volume_sum,volume_mean,volume_median,difficulty_ribbon,sopr,stock_to_flow_ratio,pi_cycle_top,utxo_count,utxo_created_count,utxo_spent_count,utxo_created_value_sum,utxo_spent_value_sum,utxo_created_value_mean,utxo_spent_value_mean,utxo_created_value_median,utxo_spent_value_median,block_height,block_count,block_interval_mean,block_interval_median,block_size_mean,block_size_sum,current,active_more_1y_percent,price_drawdown_relative
2013-11-02,20110388,48139,64179,76960,40623,1679026357970510000,1679026357970510000,3910475076212270.5,38979,0.4511458333333334,544.368403499317,21218936,644166.83392928,16.5259969196048,0.5144174,23.53096079,0.000603683029066933,0.0001,4.7100829722082445e+17,1.01820702388492,95.2882465108433,122.637843498565,7391308,103851,104685,649240.36489007,644190.36489007,6.251652510713121,6.15360715374765,0.06618144,0.04,267597,202,429.366336633663,298,105669.34158415801,21345207,11939950.0,0.412711321019848,-0.208430280779354
2013-11-03,20150667,54009,63847,81980,40279,1679026357970510000,1679026357970510000,3690843798433060.0,35755,0.4138310185185185,553.800167808699,19801125,588975.48406361,16.472534864036,0.59365778,40.87943337,0.0011433207487064696,0.0001,4.8347677281583776e+17,1.03133513188608,95.92222513657259,123.66003879024001,7392753,101254,99809,593816.36349698,589016.36349698,5.86462128406759,5.90143537653893,0.07895774,0.062651,267789,192,454.916666666667,328,104035.86979166699,19974887,11944750.0,0.412713901113989,-0.1883449994289768
2013-11-04,20204389,66423,82054,99449,53722,1679026357970510000,1679026357970510000,3740291306482460.0,45328,0.5246296296296297,513.631706671373,23281898,969135.88474856,21.380512812137198,0.92260691,51.82985587,0.00114344016656371,0.0001,4.958782713875296e+17,1.10611904270334,96.65824781702158,124.78449211380932,7398010,120094,114837,974062.71460443,969187.71460443,8.11083580032668,8.43968158872511,0.0999,0.10331426,267984,195,448.902564102564,311,120132.425641026,23425823,11949625.0,0.412605296809129,-0.11998562937104686
2013-11-05,20269331,81542,95987,116561,64942,1770850523937430000,2194426515333220000,3553145113172220.0,51423,0.5951736111111111,527.799311592091,27141024,1111124.0988853,21.607531627584898,0.9999,47.27916843,0.000919416767399802,0.0001,5.123063336886176e+17,1.071597500455,97.52159994782845,126.0896606977656,7400110,136989,134889,1115521.37805373,1111171.37805373,8.14314563982314,8.237672293913679,0.1,0.1265,268158,174,492.4022988505751,361,156711.557471264,27267811,11953975.0,0.41239540497970095,-0.061261743416429086
2013-11-06,20334187,95342,95955,130148,64856,2194426515333220000,2194426515333220000,4139325356130620.0,54845,0.6347800925925926,547.867736347891,30047806,912420.54889103,16.636348780946697,0.87523408,145.62558243,0.00265522075722491,0.0001,5.287343959897056e+17,1.05492501399199,98.18695348682692,127.63064711215559,7390088,141924,151946,916641.17447346,912566.17447346,6.45867629487236,6.00585849231608,0.0985,0.06139592,268321,163,530.141104294479,354,185176.785276074,30183816,11958050.0,0.412180412481694,-0.0036513627192220617
2013-11-07,20411709,90998,107805,129202,77522,2194426515333220000,2194426515333220000,3571359028582220.0,60391,0.6989699074074074,521.427812091208,31489547,1207938.86182142,20.0019682042261,1.0030587,128.50248332,0.0021278416207713103,0.0001,5.451624582907936e+17,1.1147513052574398,99.16778795802658,129.41504074983595,7384328,151033,156793,1211667.36430474,1208067.36430474,8.0225339118255,7.704855218694309,0.12,0.10592153,268465,144,614.451388888889,500,219445.86805555606,31600205,11961650.0,0.41127130885849,-0.019959570106178208
2013-11-08,20486090,89599,105585,129769,74381,2194426515333220000,2194426515333220000,3416283117487880.0,59089,0.6839004629629629,519.8305606796511,30716268,1068074.18655669,18.075685602340396,1.03589222,106.82017227,0.0018077843976036106,0.0001,5.615905205918816e+17,1.1011320226720702,100.17395332279962,131.4701123163435,7381684,149257,151901,1071531.00672896,1068181.00672896,7.17910052278263,7.03208673233846,0.10219501,0.11115889,268599,134,642.343283582089,482,229804.529850746,30793807,11965000.0,0.410762190553258,-0.00031610714124141737
2013-11-09,20556927,86279,105382,129144,70837,2194426515333220000,2194426515333220000,3719665161766480.0,55056,0.6372222222222222,534.645342923567,29435434,896636.4465665001,16.2858988405713,1.03037897,56.05344924,0.00101811699433304,0.0001,5.780185828929695e+17,1.09041207458197,101.10836252202006,133.7895014142097,7382768,147229,146145,900392.50001574,896692.50001574,6.115592037001799,6.13563584122437,0.0999,0.1191,268747,148,589.952702702703,445,199634.02027027,29545835,11968700.0,0.4104038490031021,-0.07529642345326926
2013-11-10,20617682,76578,93544,115715,60755,2194426515333220000,2194426515333220000,4311795446545720.0,57367,0.6639699074074074,516.413913922643,29625117,796938.73451097,13.8919367321103,0.43536807,45.83360662,0.0007989542179301692,0.0001,5.94446645194058e+17,1.03479564091363,101.862962380852,135.7573253690539,7387783,149595,144580,801259.56811759,796984.56811759,5.35619217298437,5.51241228466986,0.06,0.09699672,268918,171,508.93567251462014,357,174086.596491228,29768808,11972975.0,0.409798657933304,-0.10136360535814036
2013-11-11,20672176,77397,86824,114927,54494,2194426515333220000,2194426515333220000,4611175817683750.0,57218,0.6622453703703703,490.591894159179,28070687,743542.26603622,12.994901360344999,0.31965246,62.22351764,0.00108748152050054,0.0001,6.108747074951455e+17,1.08372257639749,102.58298439506615,137.96798614367546,7397243,148457,138997,748279.48955386,743604.48955386,5.04037862514975,5.34978804976981,0.0488914,0.09398,269105,187,475.893048128342,353,150729.47593582902,28186412,11977650.0,0.40871784058884,-0.05066486484552435
2013-11-12,20734570,74552,96660,115057,62394,2194426515333220000,2194426515333220000,5063944910357710.0,58106,0.6725231481481482,487.13050287406196,28305205,1103989.42890642,18.999577133280894,0.50790589,22.51123231,0.000387416657660138,0.0001,6.27302769796233e+17,1.06248573298168,103.08137028800483,140.3305898159995,7415858,156124,137509,1109036.94013873,1104011.94013873,7.10356473148737,8.02865223468098,0.05700767,0.09746511,269306,201,433.34328358209,275,141561.646766169,28453891,11982675.0,0.40781792695911,-0.019929274257637686
2013-11-13,20800574,82076,100446,122181,66004,2194426515333220000,2194426515333220000,4232648158162809.5,64702,0.7488657407407407,479.495023337769,31024287,1263260.0399853,19.5242811657335,0.45622661,23.04229153,0.000356129509597849,0.0001,6.437308320973211e+17,1.07535777368274,103.82366720749756,142.92661006888804,7425841,161928,151945,1267483.08227683,1263283.08227683,7.82744850968846,8.31408129439478,0.0544,0.0728,269474,168,518.452380952381,347,185109.214285714,31098348,11986875.0,0.40704255349656093,-0.014143933388304887
2013-11-14,20875800,89848,111456,132459,75226,2194426515333220000,2194426515333220000,4574742570298910.0,69230,0.8012731481481481,484.02267802975797,33508890,1150430.45537723,16.6175134389316,0.4999,23.13862517,0.00033422829943666004,0.0001,6.601588943984095e+17,1.08031572847913,104.53470813590224,145.81039600175882,7439466,176971,163346,1155028.5940023998,1150453.5940023998,6.526654615741579,7.0430472371677,0.06281407,0.07971974,269657,183,479.68306010929,335,183650.12568306,33607973,11991450.0,0.4055696908795229,-0.014112065092371172
2013-11-15,20942233,77832,100766,118695,66433,2194426515333220000,2194426515333220000,4097441048618320.0,60748,0.7031018518518518,477.98151379469397,29036421,2572302.04178394,42.3438144759324,0.5114319,17.31629565,0.000285051288108251,0.0001,6.765869566994975e+17,1.02646965202455,105.25448826645771,148.79487846221718,7457505,158685,140646,2576469.35807959,2572319.35807959,16.2363762049318,18.289317563810002,0.05133,0.07527925,269823,166,535.560240963855,326,175689.993975904,29164539,11995600.0,0.40473953331762896,-0.040573231065271435
2013-11-16,20997661,63396,86997,102572,55428,2194426515333220000,2194426515333220000,4808371008444430.0,46981,0.5437615740740741,482.147080734764,22651752,1486142.01740268,31.632830663516803,0.69610875,14.265989800000002,0.000303654451799664,0.0001,6.928530334175231e+17,1.0340144703228,105.946766909896,151.86929903570615,7480826,131447,108126,1491006.28339248,1486156.28339248,11.3430225367828,13.744670878350199,0.05,0.0947,270017,194,456.376288659794,279,117453.036082474,22785889,12000450.0,0.404132356476552,-0.020483584961812684
2013-11-17,21055618,69094,88176,106668,57957,2330968987031830000,2617708177598920000,4782484799111360.0,51137,0.5918634259259259,507.669202338823,25960680,1153541.83544014,22.5578707284382,0.54325653,17.08725612,0.000334146628077517,0.0001,7.124259981219992e+17,1.06222362870175,106.62653861053585,155.17343636707773,7489400,136318,127744,1158208.92269626,1153558.92269626,8.49637555345782,9.03023956268995,0.07,0.08156944,270203,186,495.182795698925,261,140258.365591398,26088056,12005100.0,0.402388350241927,-0.010670855242608357
2013-11-18,21154119,111985,139216,163680,98501,2617708177598920000,2617708177598920000,4704149059491890.0,78876,0.9129166666666668,503.5987626147369,39721856,2120256.3646133,26.8808809348002,0.99310358,27.23178132,0.000345248000912825,0.0001,7.319989628264755e+17,1.07139573711195,107.526232588982,159.15223982800075,7492102,197985,195283,2124183.59639462,2120283.59639462,10.72901278579,10.8574919291215,0.1,0.1,270359,156,556.467948717949,411,255220.730769231,39814434,12009000.0,0.400347600678923,-0.007864572298818095
2013-11-19,21276688,146959,169672,206980,122569,2617708177598920000,2617708177598920000,4788182285568180.0,92746,1.073449074074074,541.455146313585,50217799,2265077.8740348,24.4223780436332,1.0,31.59785609,0.000340692386625838,0.0001,7.515719275309517e+17,1.06493996673803,108.41045004909607,163.83905318994601,7469871,230927,253158,2269134.47189089,2265109.47189089,9.82619820069063,8.94741415199562,0.1,0.09160147,270520,161,546.7018633540371,420,312510.229813665,50314147,12013025.0,0.399142097401429,-0.2662889720539614
2013-11-20,21371314,110652,138280,164365,94626,2617708177598920000,2617708177598920000,4920447697122290.0,77394,0.8957638888888889,492.492971031343,38116001,1686221.84037527,21.787500844707107,0.827728,25.27945207,0.000326633228286431,0.0001,7.71144892235428e+17,1.05266394750969,109.30014306107084,167.78718610107137,7478530,195262,186603,1690347.11982734,1686247.11982734,8.65681555974711,9.03654882197693,0.09123287,0.1,270684,164,532.0060975609761,372,233257.43902439,38254220,12017125.0,0.397355166914142,-0.1875225951303804
2013-11-21,21458301,138808,127735,187781,86987,2617708177598920000,2617708177598920000,4465300809004809.5,71672,0.8295370370370371,572.130622837372,41005746,2189194.23237728,30.5446231774933,0.5995,26.55807643,0.000370550234819734,0.0001,7.907178569399043e+17,1.04163467868588,110.32827737451343,172.82906627217514,7449089,182606,212047,2192970.79045371,2189220.79045371,12.009303037434304,10.3242243014695,0.0584051,0.05025735,270834,150,586.233333333333,423,274035.68,41105352,12020875.0,0.3968020488335061,-0.022930487924067815
2013-11-22,21550843,111567,136893,164716,92542,2617708177598920000,2617708177598920000,5169356784199750.0,76775,0.8885995370370371,507.288166720934,38947049,2388896.69996094,31.115554541985503,0.55872191,23.29739671,0.000303450299055682,0.0001,8.102908216443804e+17,1.09342043338861,111.16051843980304,178.6337524870034,7459977,201448,190560,2393219.99735765,2388919.99735765,11.880088148592401,12.536314007964199,0.04838518,0.0519794,271006,172,506.389534883721,353,226997.54069767398,39043577,12025175.0,0.396213146424921,-0.003833051106262864
2013-11-23,21640331,100738,129101,149482,89488,2617708177598920000,2617708177598920000,5162952794215500.0,72375,0.8376736111111112,490.61595854922007,35508330,1529052.40719634,21.126803553662697,0.5078,21.01611529,0.00029037810417962,0.00010001,8.298637863488566e+17,1.09073697176814,112.23917103157456,185.27826158736542,7472850,185569,172696,1533323.42331163,1529073.42331163,8.26282096315461,8.85413340964255,0.05,0.05250709,271176,170,507.017647058824,307,209453.023529412,35607014,12029425.0,0.3962055053297829,-0.05041629388378244
2013-11-24,21707199,82587,101017,123604,66868,2617708177598920000,2617708177598920000,5027551059602600.0,60693,0.7024652777777778,506.4639579523209,30738817,1514654.9755133996,24.956007702921198,0.3199,17.53595197,0.000288928739228577,0.0001,8.49436751053333e+17,1.03642300877241,113.19483395044399,191.64376662443576,7476907,156800,152743,1518872.51146537,1514672.51146537,9.68668693536585,9.916477425907573,0.05,0.0499,271344,168,520.672619047619,393,183450.523809524,30819688,12033625.0,0.39548499370327705,-0.0795673860499242
2013-11-25,21787969,94217,120186,142032,80770,2617708177598920000,2617708177598920000,5113230827787020.0,71620,0.8289351851851852,458.538718235127,32840543,1444926.20145219,20.1748980934402,0.30348474,19.60120774,0.000273683436749511,0.0001,8.690097157578093e+17,1.06715138931515,114.07243522556406,198.07290858569408,7497518,180108,159497,1449270.80265993,1444945.80265993,8.04667645334986,9.059391729373749,0.0495,0.0604,271517,173,511.9479768786129,332,190290.046242775,32920178,12037950.0,0.393167630301713,-0.06899164123861545
2013-11-26,21893718,120930,152665,178735,105749,2617708177598920000,2617708177598920000,4809739302004120.0,83224,0.9632407407407408,479.30611362108004,39889772,4024497.85833884,48.3574192341007,0.5499,25.2369173,0.000303240859607805,0.0001,8.885826804622856e+17,1.06902985496108,115.1696365782962,204.7916391982693,7514632,211903,194789,4028498.09525614,4024523.09525614,19.0110479571129,20.660936168141802,0.06,0.08900000000000001,271676,159,544.251572327044,365,251388.48427673,39970769,12041900.0,0.392924725222054,-0.001099065710861491
2013-11-27,22014557,139967,169295,197974,120839,2617708177598920000,2617708177598920000,5115252278550280.0,95358,1.1036805555555556,479.427336982741,45717232,3319510.60111249,34.8110342195984,0.76903496,30.41271141,0.000318931934499465,0.0001,9.079847160365105e+17,1.0395751558663,116.09084343053708,212.2707321068189,7520546,231585,225671,3323866.0138239,3319541.0138239,14.3526826600338,14.709648177319698,0.094766,0.09,271849,173,511.74566473988403,319,265051.50867052,45853911,12046225.0,0.391153747742279,-0.0033556374044239057
2013-11-28,22133596,135763,173468,200988,119039,2617708177598920000,2617708177598920000,5442845919580530.0,98740,1.142824074074074,454.886256836139,44915469,3414007.61388381,34.5757303411365,0.7738,30.73997164,0.00031132237836743,0.0001,9.273867516107356e+17,1.0420552439662,116.9075065650796,220.3508448240524,7540674,239393,219265,3418563.35385545,3414038.35385545,14.2801308052259,15.5703753624859,0.093,0.0995,272030,181,480.944751381215,335,248631.14364640895,45002237,12050775.0,0.38956490370746905,-0.033119201366806905
2013-11-29,22245489,126455,161172,188638,111893,2724678348542140000,3038295440625690000,5432557879744340.0,89911,1.0406365740740742,479.95373202389015,43153120,2598578.38611887,28.901673723113106,0.68957831,26.09068458,0.000290183454527255,0.0001,9.50074625177357e+17,1.05458177525061,117.01689648783925,229.05369009848343,7547641,220122,213155,2602929.47680345,2598604.47680345,11.8249401550208,12.1911495240714,0.07793,0.0646,272203,173,503.849710982659,314,250041.445086705,43257170,12055100.0,0.388918410920461,-0.005843304334054
2013-11-30,22339477,101008,139919,162746,93988,3038295440625690000,3038295440625690000,6183967036151830.0,75014,0.8682175925925926,468.597435145444,35151368,1862332.85274235,24.826470428751307,0.51416742,20.18102674,0.000269030137574319,0.0001,9.72762498743979e+17,1.03914927314416,116.85007508280366,238.45933856428624,7572209,194496,169928,1866753.03376909,1862353.03376909,9.597899359210947,10.9596595838772,0.05,0.054000000000000006,272380,176,491.318181818182,370,200325.363636364,35257264,12059525.0,0.3887527641578929,-0.038383521050254665
2013-12-01,22430792,114791,133115,165741,91315,3038295440625690000,3038295440625690000,6027444029930410.0,71947,0.8327199074074074,509.835017443398,36681100,1489563.48246405,20.703621866986197,0.56032808,18.88083922,0.000262427053525512,0.0001,9.954503723106008e+17,1.02373463659552,116.8459164645727,246.7844823613396,7570080,181194,183323,1494457.36330327,1489582.36330327,8.2478302995865,8.12545268898767,0.066,0.0729,272574,195,504.076923076923,309,188751.738461538,36806589,12064375.0,0.3883663255230579,-0.1801980249828584
2013-12-02,22528931,115589,144599,176727,98139,3038295440625690000,3038295440625690000,5486654723099720.0,75411,0.8728125,485.409648459781,36605227,1420494.76746289,18.8367050889512,0.5278,21.13751064,0.000280297445200302,0.0001,1.0181382458772224e+18,1.03791904411863,116.88573568174371,255.043554129636,7586040,195691,179731,1424490.90497353,1420515.90497353,7.27928675807017,7.90356646863106,0.049,0.1,272733,159,553.761006289308,363,231057.981132075,36738219,12068350.0,0.387715359864752,-0.10379634926393057
2013-12-03,22632102,115666,147239,172692,103171,3038295440625690000,3038295440625690000,6743600396465810.0,77467,0.8966087962962963,476.32042030800596,36899114,1185013.75631648,15.297013648605,0.4326,20.40592636,0.000263414439180554,0.0001,1.0408261194438444e+18,1.04529958194273,116.72803341638487,263.5873517659634,7607453,200251,178838,1190034.16224284,1185034.16224284,5.94271270676725,6.62629956856386,0.05061357,0.0709,272933,200,450.545,282,185423.39,37084678,12073350.0,0.387509642526062,-0.09330109649277583
2013-12-04,22739217,126220,152340,182763,107115,3038295440625690000,3038295440625690000,6005855252719350.0,79453,0.9195949074074076,498.529709387939,39609681,1344515.75010553,16.922152091243,0.45280372,20.83224443,0.000262195819289391,0.0001,1.063513993010466e+18,1.05080768217705,116.50734023438648,272.54053502860785,7619122,205857,194188,1348811.58234996,1344536.58234996,6.55217739668773,6.923891189723199,0.0501663,0.05520667,273104,171,505.888888888889,396,232914.192982456,39828327,12077575.0,0.389777879021379,-0.02429882464468092
2013-12-05,22851222,128109,155760,182715,112005,3038295440625690000,3038295440625690000,5901490195680710.0,83113,0.9619560185185184,485.97031751951897,40390451,1546195.58129251,18.6035347213132,0.63305614,22.54506788,0.000271258020766908,0.0001,1.0862018665770876e+18,1.03824480990343,116.35555188500885,281.08222411691884,7632225,209808,196705,1550468.12636039,1546218.12636039,7.38993806890298,7.86059391657761,0.056,0.07328512,273274,170,514.835294117647,319,238241.076470588,40500983,12081875.0,0.389460159605588,-0.11751977549921087
2013-12-06,22945943,110862,141089,167765,94721,3038295440625690000,3038295440625690000,7184854722141740.0,71891,0.8320717592592592,486.744321264138,34992536,1158390.78753875,16.113154463545598,0.4999,19.20163235,0.000267093688361547,0.0001,1.1088897401437094e+18,1.01847745375959,116.09348537678062,288.72690252456437,7658246,194041,168020,1163609.9891711,1158409.9891711,5.99672228637818,6.89447678354425,0.0425,0.07335101,273482,208,422.875,273,168976.884615385,35147192,12087075.0,0.389100334485651,-0.3021479998966383
2013-12-07,23031309,97849,126906,148960,85366,3038295440625690000,3038295440625690000,6697273590635840.0,67517,0.7814467592592592,472.996223173421,31935286,2352832.79896199,34.8480056720827,0.72016,37.49123851,0.000555285905919991,0.0001,1.1315776137103311e+18,1.0060247627735102,115.85222599585943,294.3660367690173,7681731,178272,154787,2357745.2902005003,2352870.2902005003,13.225550227744696,15.200697023655,0.05493753,0.0811359,273677,195,453.661538461538,295,164792.641025641,32134565,12091950.0,0.38894081817774295,-0.4032344706286659
2013-12-08,23090266,71190,94033,113253,58957,3038295440625690000,3038295440625690000,6773613030308680.0,47282,0.5472453703703704,494.794847933676,23394890,1214617.1824875,25.688786059969697,0.41413,11.38643048,0.000240819560932279,0.0001,1.1542654872769528e+18,1.00920734345664,115.66783959374169,300.02636974524967,7705024,135696,112403,1219503.56891798,1214628.56891798,8.98702665456594,10.806015577146402,0.03538327,0.05195122,273872,195,448.54871794871804,289,120550.93846153801,23507433,12096825.0,0.388888164111984,-0.323457525858025
2013-12-09,23175318,94152,135365,155386,85052,3038295440625690000,3038295440625690000,6147425994414290.0,63449,0.734363425925926,476.279326703332,30219447,1212296.70078849,19.106632110647894,0.37154633,17.04236096,0.000268599362637709,0.0001,1.1767474773782236e+18,1.01730494707122,115.51086764228441,306.87915156325073,7742521,181522,144025,1216713.74314945,1212313.74314945,6.7028445210467815,8.41738408713379,0.03919,0.05381293,274048,176,494.23863636363603,386,172596.556818182,30376994,12101200.0,0.388681753959181,-0.2278468523634598
2013-12-10,23257269,101326,126373,152729,81951,3330471052314530000,3901337247460400000,7372041995071730.0,67431,0.7804513888888889,543.997627204104,36682304,832714.75678104,12.349138479053199,0.34694,17.50092456,0.000259538262223606,0.0001,1.2059719815953902e+18,1.03431564154615,115.37445643821242,314.3600040396172,7737649,176868,181740,837532.2577056,832732.2577056,4.7353521140376,4.58199767638162,0.04265035,0.03216335,274240,192,451.322916666667,333,191762.578125,36818415,12106025.0,0.38872278159679496,-0.15735422346863426
2013-12-11,23340601,100801,126260,151480,83332,3901337247460400000,3901337247460400000,7300654915121030.0,67140,0.7770833333333333,479.378894846585,32185499,1109615.58819645,16.5268928834741,0.3269,17.44596076,0.000259844515341078,0.0001,1.2351964858125563e+18,1.04252294427826,115.3882394918828,321.55029266453806,7759186,177329,155792,1113758.03415721,1109633.03415721,6.28074389500427,7.12252897553935,0.04334,0.058,274405,165,534.3818181818182,402,195924.703030303,32327576,12110150.0,0.388492824249712,-0.2453435354014968
2013-12-12,23412087,85532,109106,128765,71486,3901337247460400000,3901337247460400000,7318486987709410.0,58056,0.6719444444444445,476.358412567173,27655464,910963.04395543,15.6911093419359,0.3094,14.34126064,0.000247024607964724,0.0001,1.264420990029721e+18,1.01101856771227,115.32593623423605,328.37258937879363,7781563,155747,133370,915052.38521607,910977.38521607,5.87524886653405,6.830452014816362,0.0364,0.04909425,274568,163,533.079754601227,419,170573.079754601,27803412,12114200.0,0.3883264860019721,-0.2490860598828332
2013-12-13,23490130,94877,120705,143726,78043,3901337247460400000,3901337247460400000,7728938643494370.0,59941,0.6937615740740741,511.707395605674,30672253,910141.10885876,15.183949364521,0.32256862,15.13416963,0.000252484436862915,0.0001,1.2936454942468872e+18,1.03396331045416,115.21146508970274,335.3458117472097,7802507,169360,148416,914506.24302839,910156.24302839,5.39977706086671,6.1324671398527,0.0314,0.039425,274743,174,504.770114942529,379,177243.810344828,30840423,12118600.0,0.3881504473167921,-0.2385328633007917
2013-12-14,23562862,104630,109120,147127,72732,3901337247460400000,3901337247460400000,8864945717630400.0,53859,0.6233680555555555,612.055199688073,32964681,615264.19332036,11.4236096719278,0.31776998,12.4010342,0.000230249989788151,0.0001,1.3228699984640535e+18,0.991176986175147,114.8161673384276,342.1194759527545,7786251,151878,168134,620226.59435456,615276.59435456,4.08371584004633,3.65944184016654,0.0358,0.045,274940,198,440.085858585859,321,167295.515151515,33124512,12123525.0,0.388021488825545,-0.2671691042392653
2013-12-15,23629440,98063,103617,139100,66578,3901337247460400000,3901337247460400000,7893291262407890.0,52131,0.6033680555555555,580.8837352055359,30282050,458209.90980749,8.78958603916074,0.27140357,11.51956075,0.00022097333160691295,0.0001,1.35209450268122e+18,1.0322911571599,114.59477249777576,348.68785208775375,7779030,145881,153102,462646.42936824,458221.42936824,3.17139606506835,2.99291602570996,0.03415612,0.064,275117,177,494.25988700565,332,172007.033898305,30445245,12127950.0,0.3878131369402079,-0.2586755651563635
2013-12-16,23719666,111864,143501,175647,90226,3901337247460400000,3901337247460400000,8607024484562730.0,69181,0.8007060185185185,519.9799800523269,35972735,2087772.38139963,30.178407097319003,0.40067705,15.70545173,0.00022701972694815097,0.0001,1.381319006898387e+18,1.00294174696298,114.21761188690859,354.7523196938658,7804114,200394,175310,2092813.08685136,2087788.08685136,10.443491755498401,11.909121481098197,0.029,0.04,275318,201,453.273631840796,317,179755.97512437802,36130951,12132975.0,0.386541739426001,-0.40592104871958257
2013-12-17,23804408,106290,131764,156965,84742,3901337247460400000,3901337247460400000,9084533497378490.0,67537,0.7816782407407408,505.131350222839,34115056,1581553.23126864,23.417581936844,0.4436,15.20684554,0.00022516317781364303,0.0001,1.410543511115553e+18,0.9976824254201228,113.97180110168304,359.87137982414123,7824097,186643,166660,1586643.43811418,1581568.43811418,8.500953360769909,9.48979022029389,0.04955627,0.0739539,275521,203,429.448275862069,302,168914.24137931,34289591,12138050.0,0.38673491271412,-0.4186842735332602
2013-12-18,23904989,125752,150852,179980,100581,3901337247460400000,3901337247460400000,8696733678850019.0,81311,0.9410995370370372,498.098645939657,40500899,1991827.16164437,24.4964046887181,0.62599584,18.64447134,0.000229298266409219,0.0001,1.4397680153327194e+18,0.989351995393192,113.69315151354547,363.87115857245493,7833557,210013,200553,1996820.80611571,1991845.80611571,9.50808190976605,9.931767692907599,0.06,0.0688,275720,199,448.597989949749,325,204074.75376884398,40610876,12143025.0,0.3891165725969911,-0.5520238234863986
2013-12-19,23990298,105548,132067,155885,85309,3901337247460400000,3901337247460400000,1.00708420094352e+16,70052,0.810787037037037,476.89406440930196,33407383,1358360.43540133,19.390744524086895,0.44399438,16.48965383,0.000235391620938731,0.0001,1.4685423005120113e+18,0.984246802259984,113.37830906723057,368.3209185021323,7858809,187153,161901,1364026.92505516,1358376.92505516,7.2882984780108,8.39017007340996,0.05,0.0798,275946,226,387.3893805309729,271,148427.048672566,33544513,12148675.0,0.3887656332758129,-0.4110589599818307
2013-12-20,24066666,105920,117624,152391,76368,3901337247460400000,3901337247460400000,7859901643969030.0,64905,0.7512152777777777,500.56584238503,32489226,935860.06355501,14.418920939142001,0.37625246,16.24432139,0.000250278428318311,0.0001,1.497316585691303e+18,1.01034918589389,113.09621089888391,373.218449998218,7864685,167631,161755,940326.3078764,935876.3078764,5.60950127289348,5.78576432182255,0.05,0.05,276124,178,496.359550561798,354,183211.853932584,32611710,12153125.0,0.388210394383043,-0.4770727219932817
2013-12-21,24134338,85051,104875,125334,67672,4584845259848600000,5072026502721040000,8563010604674840.0,55922,0.6472453703703703,498.27178927792505,27864355,973596.2843229,17.4098974343353,0.26705287,12.43490207,0.00022236154053860698,0.0001,1.5352368806773184e+18,1.10348773536401,113.02284778663092,377.51579331349467,7884784,154780,134681,977633.71922497,973608.71922497,6.3162793592516895,7.228998293931321,0.04024833,0.0544,276285,161,533.751552795031,353,173917.64596273302,28000741,12157150.0,0.378299430657354,-0.4860860006632983
2013-12-22,24196441,83156,97629,122324,62103,5072026502721040000,5072026502721040000,9756228490648160.0,52728,0.6102777777777778,517.1345964193599,27267473,916166.67420358,17.3753351957895,0.2312594,11.46529505,0.000217442251744804,0.0001,1.573157175663334e+18,0.934528678881968,113.07050999476486,381.9704681364251,7898054,146823,133553,920403.13949863,916178.13949863,6.26879398662756,6.86003413999405,0.03679506,0.05,276454,169,519.87573964497,337,162082.520710059,27391946,12161375.0,0.378322548312846,-0.4724106803033352
2013-12-23,24275318,82930,131142,151429,78877,5072026502721040000,5072026502721040000,9904152424493250.0,54096,0.6261111111111111,529.891637089618,28665018,717948.08205083,13.271740647198,0.23887497,12.11174057,0.000223893459220645,0.0001,1.6110774706493494e+18,1.01145298473031,112.921732303351,386.5256899706436,7943064,179749,134739,722235.1937914002,717960.1937914002,4.0180206498584,5.32852547362973,0.02112446,0.049,276625,171,512.111111111111,345,168516.38596491198,28816302,12165650.0,0.37817084118221095,-0.4346013994905216
2013-12-24,24349929,85065,111129,127770,74611,5072026502721040000,5072026502721040000,9809373436021380.0,55696,0.6446296296296297,503.921861534046,28066432,882287.48371654,15.8411283344681,0.27345794,12.06624608,0.000216644751508187,0.0001,1.6489977656353654e+18,1.02162079049347,112.8434704292568,391.2364992893636,7965322,157841,135583,886524.54996262,882299.54996262,5.61656698806157,6.5074496799938615,0.04092094,0.05,276794,169,517.0591715976329,370,167303.378698225,28274271,12169875.0,0.377968007603102,-0.4388253714690499
2013-12-25,24426498,88653,111731,128733,76569,5072026502721040000,5072026502721040000,9365769151620400.0,55266,0.6396527777777777,515.079741613287,28466397,874156.99590914,15.817265514224601,0.387,12.31784641,0.00022288290106032597,0.00011,1.686918060621381e+18,1.10803494888979,112.75342288653748,396.0601939888851,7987208,157533,135647,878219.31375555,874169.31375555,5.57482758377959,6.44444266187643,0.03779186,0.04409447,276956,162,541.549382716049,420,176324.191358025,28564519,12173925.0,0.376776900839992,-0.4156071269229528
