,stock,463d-daily-flow,463-day-flow,463-day-sf
14.11.2011,7665650.0,8661.555075593953,4010300.0,1.9114904121886143
15.11.2011,7673900.0,8658.855291576674,4009050.0,1.9141442486374578
16.11.2011,7680650.0,8652.807775377969,4006250.0,1.917166926677067
17.11.2011,7687600.0,8642.656587473002,4001550.0,1.9211555522235133
18.11.2011,7694250.0,8633.585313174946,3997350.0,1.9248377049795489
19.11.2011,7700400.0,8623.650107991361,3992750.0,1.9285955794878218
20.11.2011,7707550.0,8608.747300215982,3985850.0,1.9337280630229436
21.11.2011,7713450.0,8599.136069114471,3981400.0,1.9373712764354247
22.11.2011,7720450.0,8598.380129589634,3981050.0,1.9392999334346466
23.11.2011,7727150.0,8598.920086393091,3981300.0,1.940861025293246
24.11.2011,7732800.0,8596.760259179266,3980300.0,1.9427681330552973
25.11.2011,7739550.0,8596.760259179266,3980300.0,1.9444639851267493
26.11.2011,7745550.0,8588.876889848812,3976650.0,1.9477575346082758
27.11.2011,7751250.0,8582.505399568034,3973700.0,1.9506379444849888
28.11.2011,7757600.0,8573.326133909288,3969450.0,1.9543261660935394
29.11.2011,7764500.0,8565.226781857451,3965700.0,1.9579141135234637
30.11.2011,7772600.0,8559.503239740821,3963050.0,1.9612672058137042
01.12.2011,7781700.0,8555.83153347732,3961350.0,1.9644060736870006
02.12.2011,7789000.0,8548.920086393091,3958150.0,1.9678385104152192
03.12.2011,7796600.0,8546.868250539957,3957200.0,1.970231476801779
04.12.2011,7803400.0,8543.196544276458,3955500.0,1.9727973707495892
05.12.2011,7811300.0,8542.764578833694,3955300.0,1.974894445427654
06.12.2011,7819800.0,8545.032397408208,3956350.0,1.9765187609791854
07.12.2011,7826750.0,8540.172786177105,3954100.0,1.9794011279431476
08.12.2011,7834950.0,8540.928725701944,3954450.0,1.981299548609794
09.12.2011,7842300.0,8539.956803455723,3954000.0,1.9833839150227617
10.12.2011,7849500.0,8537.7969762419,3953000.0,1.9857070579306855
11.12.2011,7857100.0,8534.665226781857,3951550.0,1.9883589983677292
12.12.2011,7863450.0,8530.561555075594,3949650.0,1.9909232463636017
13.12.2011,7870050.0,8527.753779697625,3948350.0,1.9932503450808565
14.12.2011,7877700.0,8526.997840172786,3948000.0,1.9953647416413374
15.12.2011,7883300.0,8521.274298056156,3945350.0,1.9981243742633734
16.12.2011,7889200.0,8519.438444924406,3944500.0,2.000050703511218
17.12.2011,7896700.0,8516.522678185745,3943150.0,2.002637485259247
18.12.2011,7903900.0,8514.794816414687,3942350.0,2.004870191636968
19.12.2011,7911850.0,8512.850971922246,3941450.0,2.0073450126222583
20.12.2011,7918550.0,8508.855291576674,3939600.0,2.009988323687684
21.12.2011,7926000.0,8503.023758099353,3936900.0,2.0132591633010746
22.12.2011,7933400.0,8500.755939524837,3935850.0,2.015676410432308
23.12.2011,7940500.0,8492.44060475162,3932000.0,2.0194557477110884
24.12.2011,7947750.0,8485.637149028078,3928850.0,2.0229201929317737
25.12.2011,7956450.0,8478.833693304536,3925700.0,2.026759558804799
26.12.2011,7965300.0,8475.377969762421,3924100.0,2.029841237481206
27.12.2011,7972550.0,8469.114470842333,3921200.0,2.033191369988779
28.12.2011,7980300.0,8467.278617710583,3920350.0,2.0356090655171095
29.12.2011,7987200.0,8463.390928725701,3918550.0,2.0383049852624056
30.12.2011,7994300.0,8453.455723542116,3913950.0,2.042514595229883
31.12.2011,8001850.0,8445.1403887689,3910100.0,2.046456612362855
01.01.2012,8009500.0,8439.308855291576,3907400.0,2.0498285304806263
02.01.2012,8017050.0,8433.477321814255,3904700.0,2.053179501626245
03.01.2012,8025000.0,8425.917926565875,3901200.0,2.057059366348816
04.01.2012,8032450.0,8419.114470842333,3898050.0,2.0606328805428356
05.01.2012,8039800.0,8417.278617710583,3897200.0,2.0629682849225084
06.01.2012,8048350.0,8419.978401727863,3898450.0,2.064499993587195
07.01.2012,8057550.0,8423.218142548596,3899950.0,2.0660649495506354
08.01.2012,8065700.0,8430.021598272137,3903100.0,2.066485613999129
09.01.2012,8073900.0,8434.557235421167,3905200.0,2.0674741370480385
10.01.2012,8080950.0,8433.261339092873,3904600.0,2.0695973979408904
11.01.2012,8088600.0,8436.177105831533,3905950.0,2.070840640561195
12.01.2012,8096350.0,8434.449244060475,3905150.0,2.073249427038654
13.01.2012,8103350.0,8432.289416846652,3904150.0,2.0755734282750407
14.01.2012,8110850.0,8431.857451403888,3903950.0,2.077600891404859
15.01.2012,8117800.0,8429.805615550757,3903000.0,2.079887266205483
16.01.2012,8126600.0,8429.589632829373,3902900.0,2.0821952906812884
17.01.2012,8134400.0,8429.2656587473,3902750.0,2.084273909422843
18.01.2012,8140800.0,8426.349892008639,3901400.0,2.086635566719639
19.01.2012,8148300.0,8423.54211663067,3900100.0,2.0892541216891876
20.01.2012,8155550.0,8417.0626349892,3897100.0,2.0927227938723667
21.01.2012,8163750.0,8415.658747300216,3896450.0,2.0951763784983766
22.01.2012,8170550.0,8402.483801295897,3890350.0,2.100209492719164
23.01.2012,8179050.0,8391.684665226781,3885350.0,2.1050999266475348
24.01.2012,8186000.0,8379.805615550757,3879850.0,2.1098753817802236
25.01.2012,8193400.0,8368.142548596112,3874450.0,2.1147259611041567
26.01.2012,8200300.0,8354.535637149029,3868150.0,2.1199539831702494
27.01.2012,8207350.0,8349.676025917926,3865900.0,2.1230114591686284
28.01.2012,8214600.0,8348.704103671707,3865450.0,2.1251342017100208
29.01.2012,8222950.0,8347.840172786175,3865050.0,2.127514521157553
30.01.2012,8231550.0,8344.276457883368,3863400.0,2.1306491691256406
31.01.2012,8239050.0,8338.552915766739,3860750.0,2.1340542640678626
01.02.2012,8246100.0,8327.753779697625,3855750.0,2.13865006808014
02.02.2012,8254050.0,8321.922246220302,3853050.0,2.1422120138591505
03.02.2012,8261950.0,8315.334773218143,3850000.0,2.145961038961039
04.02.2012,8269800.0,8308.207343412527,3846700.0,2.1498427223334287
05.02.2012,8276900.0,8296.3282937365,3841200.0,2.154769342913673
06.02.2012,8284200.0,8292.764578833694,3839550.0,2.1575965933507835
07.02.2012,8291050.0,8288.444924406047,3837550.0,2.16050605203841
08.02.2012,8298300.0,8285.097192224623,3836000.0,2.163269030239833
09.02.2012,8305550.0,8280.23758099352,3833750.0,2.166429735898272
10.02.2012,8312450.0,8273.434125269978,3830600.0,2.170012530674046
11.02.2012,8319950.0,8265.98272138229,3827150.0,2.1739283801262035
12.02.2012,8327850.0,8259.503239740821,3824150.0,2.1776996195232927
13.02.2012,8334700.0,8248.272138228942,3818950.0,2.182458529176868
14.02.2012,8341600.0,8233.477321814255,3812100.0,2.1881902363526664
15.02.2012,8348300.0,8224.51403887689,3807950.0,2.1923344581730326
16.02.2012,8355200.0,8217.494600431966,3804700.0,2.1960207112255894
17.02.2012,8362800.0,8210.259179265659,3801350.0,2.1999552790456023
18.02.2012,8371350.0,8210.47516198704,3801450.0,2.2021465493430137
19.02.2012,8379250.0,8203.455723542116,3798200.0,2.2061107893212575
20.02.2012,8386250.0,8190.928725701944,3792400.0,2.211330555848539
21.02.2012,8392700.0,8183.261339092874,3788850.0,2.2151048471171992
22.02.2012,8400650.0,8179.157667386609,3786950.0,2.2183155309681934
23.02.2012,8408950.0,8170.410367170626,3782900.0,2.2228845594649607
24.02.2012,8416350.0,8158.63930885529,3777450.0,2.228050669102172
25.02.2012,8424650.0,8160.36717062635,3778250.0,2.2297756898034806
26.02.2012,8432150.0,8164.038876889848,3779950.0,2.2307570205955107
27.02.2012,8439850.0,8165.5507559395255,3780650.0,2.2323806752807056
28.02.2012,8447850.0,8165.226781857451,3780500.0,2.2345853723052507
29.02.2012,8456800.0,8169.438444924405,3782450.0,2.2357995479120674
01.03.2012,8464350.0,8166.6306695464355,3781150.0,2.2385649868426274
02.03.2012,8471050.0,8161.555075593951,3778800.0,2.2417301788927704
03.03.2012,8476700.0,8152.80777537797,3774750.0,2.2456321610702696
04.03.2012,8483550.0,8148.164146868249,3772600.0,2.2487276679213273
05.03.2012,8490800.0,8145.248380129588,3771250.0,2.2514550878355983
06.03.2012,8497650.0,8137.473002159827,3767650.0,2.2554244688333576
07.03.2012,8505350.0,8132.397408207344,3765300.0,2.2588771147053355
08.03.2012,8513150.0,8128.833693304536,3763650.0,2.2619398721985307
09.03.2012,8521550.0,8126.673866090713,3762650.0,2.2647734974020968
10.03.2012,8529800.0,8124.082073434125,3761450.0,2.267689321937019
11.03.2012,8536500.0,8113.822894168466,3756700.0,2.272340085713525
12.03.2012,8544800.0,8105.939524838012,3753050.0,2.2767615672586294
13.03.2012,8552800.0,8097.19222462203,3749000.0,2.281355028007469
14.03.2012,8559650.0,8086.1771058315335,3743900.0,2.28629236892011
15.03.2012,8565700.0,8073.5421166306705,3738050.0,2.291488877890879
16.03.2012,8573350.0,8065.982721382289,3734550.0,2.295684888406903
17.03.2012,8581850.0,8068.466522678184,3735700.0,2.297253526782129
18.03.2012,8589850.0,8066.846652267818,3734950.0,2.2998567584572753
19.03.2012,8597000.0,8063.822894168466,3733550.0,2.3026342221210374
20.03.2012,8605000.0,8065.874730021598,3734500.0,2.304190654706119
21.03.2012,8612900.0,8064.362850971923,3733800.0,2.3067384434088596
22.03.2012,8620800.0,8060.36717062635,3731950.0,2.309998794196064
23.03.2012,8627100.0,8055.291576673866,3729600.0,2.3131435006435006
24.03.2012,8636350.0,8057.343412526999,3730550.0,2.315033976223345
25.03.2012,8644150.0,8056.803455723542,3730300.0,2.317280111519181
26.03.2012,8651700.0,8053.2397408207335,3728650.0,2.3203304144931813
27.03.2012,8659500.0,8052.915766738661,3728500.0,2.322515757006839
28.03.2012,8667000.0,8047.948164146867,3726200.0,2.325962106167141
29.03.2012,8674000.0,8046.112311015118,3725350.0,2.3283718308346866
30.03.2012,8681750.0,8047.19222462203,3725850.0,2.330139431270717
31.03.2012,8690250.0,8049.5680345572355,3726950.0,2.331732381706221
01.04.2012,8697300.0,8046.652267818576,3725600.0,2.3344696156323814
02.04.2012,8703150.0,8043.628509719222,3724200.0,2.3369179958111808
03.04.2012,8709800.0,8040.064794816415,3722550.0,2.3397402318303313
04.04.2012,8716650.0,8036.609071274298,3720950.0,2.342587242505274
05.04.2012,8722500.0,8031.425485961123,3718550.0,2.345672372295653
06.04.2012,8729300.0,8027.861771058316,3716900.0,2.3485431407893675
07.04.2012,8735700.0,8024.190064794817,3715200.0,2.351340439276486
08.04.2012,8743250.0,8020.950323974082,3713700.0,2.354323181732504
09.04.2012,8750550.0,8017.818574514039,3712250.0,2.3572092396794395
10.04.2012,8757900.0,8016.846652267818,3711800.0,2.359475187240692
11.04.2012,8764950.0,8016.846652267818,3711800.0,2.3613745352659086
12.04.2012,8771300.0,8013.9308855291565,3710450.0,2.3639450740476224
13.04.2012,8777450.0,8011.9870410367175,3709550.0,2.366176490409888
14.04.2012,8784400.0,8009.287257019439,3708300.0,2.368848259310196
15.04.2012,8789750.0,8002.483801295896,3705150.0,2.3723061144623023
16.04.2012,8797250.0,8001.079913606912,3704500.0,2.374746929410177
17.04.2012,8804000.0,7998.164146868249,3703150.0,2.3774354265962763
18.04.2012,8810500.0,7993.736501079915,3701100.0,2.380508497473724
19.04.2012,8818350.0,7992.54859611231,3700550.0,2.3829836105443785
20.04.2012,8826050.0,7988.876889848812,3698850.0,2.38616056341836
21.04.2012,8833750.0,7985.961123110152,3697500.0,2.3891142663962137
22.04.2012,8840750.0,7984.125269978402,3696650.0,2.3915572207268743
23.04.2012,8847500.0,7979.913606911447,3694700.0,2.394646385362817
24.04.2012,8854400.0,7975.269978401729,3692550.0,2.3979093038686004
25.04.2012,8860750.0,7973.7580993520505,3691850.0,2.4000839687419586
26.04.2012,8868500.0,7972.246220302375,3691150.0,2.4026387440228656
27.04.2012,8875250.0,7966.846652267818,3688650.0,2.406097081588115
28.04.2012,8882850.0,7964.362850971923,3687500.0,2.408908474576271
29.04.2012,8891800.0,7965.874730021598,3688200.0,2.4108779350360607
30.04.2012,8900750.0,7966.846652267818,3688650.0,2.4130101798761063
01.05.2012,8909250.0,7964.902807775378,3687750.0,2.4159040065080335
02.05.2012,8916750.0,7964.25485961123,3687450.0,2.418134483179433
03.05.2012,8924600.0,7961.771058315335,3686300.0,2.4210183652985378
04.05.2012,8932650.0,7961.879049676026,3686350.0,2.423169259565695
05.05.2012,8941000.0,7962.8509719222475,3686800.0,2.425138331344255
06.05.2012,8949200.0,7963.174946004319,3686950.0,2.427263727471216
07.05.2012,8957700.0,7964.6868250539965,3687650.0,2.4291079684894172
08.05.2012,8966500.0,7965.334773218144,3687950.0,2.4312965197467427
09.05.2012,8974800.0,7965.5507559395255,3688050.0,2.43348110790255
10.05.2012,8981250.0,7962.419006479482,3686600.0,2.4361878153311993
11.05.2012,8988400.0,7960.583153347732,3685750.0,2.4386895475819035
12.05.2012,8994800.0,7953.455723542117,3682450.0,2.4426129343236163
13.05.2012,9001800.0,7949.244060475163,3680500.0,2.4458089933432956
14.05.2012,9008750.0,7945.1403887688975,3678600.0,2.4489615614636002
15.05.2012,9015250.0,7937.257019438445,3674950.0,2.453162628062967
16.05.2012,9021250.0,7932.07343412527,3672550.0,2.4563995044315257
17.05.2012,9027100.0,7923.974082073434,3668800.0,2.4605047972088965
18.05.2012,9034350.0,7919.546436285096,3666750.0,2.4638576395991
19.05.2012,9041800.0,7915.5507559395255,3664900.0,2.4671341646429643
20.05.2012,9048700.0,7909.287257019439,3662000.0,2.470972146368105
21.05.2012,9055000.0,7901.511879049676,3658400.0,2.475125738027553
22.05.2012,9060750.0,7892.764578833692,3654350.0,2.4794423084816724
23.05.2012,9067250.0,7882.505399568035,3649600.0,2.484450350723367
24.05.2012,9073500.0,7870.950323974082,3644250.0,2.4898127186663923
25.05.2012,9079550.0,7859.071274298056,3638750.0,2.495238749570594
26.05.2012,9086650.0,7851.511879049676,3635250.0,2.499594250739289
27.05.2012,9094600.0,7851.295896328294,3635150.0,2.501849992434975
28.05.2012,9101700.0,7845.248380129588,3632350.0,2.5057332030228365
29.05.2012,9108000.0,7837.904967602592,3628950.0,2.5098168891828214
30.05.2012,9114550.0,7829.2656587473,3624950.0,2.514393301976579
31.05.2012,9121450.0,7817.92656587473,3619700.0,2.5199464043981545
01.06.2012,9129050.0,7811.9870410367175,3616950.0,2.523963560458397
02.06.2012,9136950.0,7804.751619870412,3613600.0,2.5284895948638475
03.06.2012,9144650.0,7791.5766738660905,3607500.0,2.534899514899515
04.06.2012,9152450.0,7782.07343412527,3603100.0,2.540159862340762
05.06.2012,9159800.0,7781.7494600431955,3602950.0,2.542305610680137
06.06.2012,9167450.0,7784.233261339093,3604100.0,2.543616991759385
07.06.2012,9174400.0,7781.10151187905,3602650.0,2.5465698860560977
08.06.2012,9181450.0,7776.2419006479495,3600400.0,2.550119431174314
09.06.2012,9190000.0,7770.842332613391,3597900.0,2.554267767308708
10.06.2012,9198300.0,7758.855291576673,3592350.0,2.5605244477848763
11.06.2012,9205300.0,7744.3844492440585,3585650.0,2.5672611660368414
12.06.2012,9213100.0,7738.444924406049,3582900.0,2.5714086354628933
13.06.2012,9220600.0,7734.4492440604745,3581050.0,2.574831404197093
14.06.2012,9228400.0,7734.017278617711,3580850.0,2.5771534691483864
15.06.2012,9236350.0,7739.308855291577,3583300.0,2.5776100242792954
16.06.2012,9244150.0,7742.116630669547,3584600.0,2.5788511967862524
17.06.2012,9252350.0,7744.708423326134,3585800.0,2.5802749735066093
18.06.2012,9261100.0,7750.971922246221,3588700.0,2.5806280825925825
19.06.2012,9268450.0,7754.751619870412,3590450.0,2.5814173710816193
20.06.2012,9275700.0,7758.315334773218,3592100.0,2.5822499373625454
21.06.2012,9282500.0,7758.315334773218,3592100.0,2.5841429804292755
22.06.2012,9289400.0,7757.991360691145,3591950.0,2.5861718565124794
23.06.2012,9297600.0,7762.742980561555,3594150.0,2.5868703309544676
24.06.2012,9304150.0,7764.470842332614,3594950.0,2.5881166636531803
25.06.2012,9311850.0,7766.306695464363,3595800.0,2.589646253962957
26.06.2012,9319300.0,7766.414686825054,3595850.0,2.591682077950971
27.06.2012,9327450.0,7771.166306695464,3598050.0,2.5923625297035895
28.06.2012,9334300.0,7769.006479481642,3597050.0,2.5949875592499407
29.06.2012,9341600.0,7768.3585313174935,3596750.0,2.5972336136790157
30.06.2012,9348200.0,7763.9308855291565,3594700.0,2.600550810916071
01.07.2012,9355300.0,7764.362850971923,3594900.0,2.602381151075134
02.07.2012,9362900.0,7765.334773218144,3595350.0,2.604169274201399
03.07.2012,9370900.0,7764.470842332614,3594950.0,2.6066843766950862
04.07.2012,9378400.0,7763.066954643628,3594300.0,2.609242411596138
05.07.2012,9385600.0,7761.771058315335,3593700.0,2.611681553830314
06.07.2012,9393350.0,7756.803455723542,3591400.0,2.615512056579607
07.07.2012,9401650.0,7755.723542116631,3590900.0,2.6181876409813696
08.07.2012,9409300.0,7752.80777537797,3589550.0,2.6213035060105025
09.07.2012,9417450.0,7751.511879049676,3588950.0,2.624012594212792
10.07.2012,9424950.0,7748.488120950324,3587550.0,2.6271271480536855
11.07.2012,9431650.0,7742.008639308855,3584550.0,2.6311949896081797
12.07.2012,9438900.0,7741.684665226782,3584400.0,2.6333277535989286
13.07.2012,9447300.0,7743.952483801297,3585450.0,2.6348993850144335
14.07.2012,9455350.0,7743.41252699784,3585200.0,2.6373284614526384
15.07.2012,9462350.0,7741.684665226782,3584400.0,2.639869992188372
16.07.2012,9469850.0,7739.200863930885,3583250.0,2.642810297913905
17.07.2012,9478450.0,7740.172786177106,3583700.0,2.64487819850992
18.07.2012,9486200.0,7739.308855291577,3583300.0,2.6473362542907375
19.07.2012,9492950.0,7732.937365010799,3580350.0,2.6514027958160513
20.07.2012,9500350.0,7731.6414686825065,3579750.0,2.6539143794957747
21.07.2012,9507400.0,7732.181425485961,3580000.0,2.6556983240223464
22.07.2012,9515150.0,7730.23758099352,3579100.0,2.658531474393004
23.07.2012,9522150.0,7725.917926565875,3577100.0,2.6619747840429397
24.07.2012,9530250.0,7727.42980561555,3577800.0,2.6637179272178435
25.07.2012,9538250.0,7728.0777537796985,3578100.0,2.6657304155836896
26.07.2012,9546700.0,7730.7775377969765,3579350.0,2.6671602385908058
27.07.2012,9555600.0,7734.125269978402,3580900.0,2.6684911614398614
28.07.2012,9563250.0,7731.6414686825065,3579750.0,2.6714854389272995
29.07.2012,9571550.0,7730.993520518358,3579450.0,2.6740281328137003
30.07.2012,9580350.0,7732.505399568035,3580150.0,2.6759632976271943
31.07.2012,9586850.0,7725.809935205183,3577050.0,2.680099523350247
01.08.2012,9593550.0,7719.222462203023,3574000.0,2.6842613318410744
02.08.2012,9601800.0,7717.278617710584,3573100.0,2.6872463686994488
03.08.2012,9609900.0,7717.062634989201,3573000.0,2.689588581024349
04.08.2012,9617700.0,7712.31101511879,3570800.0,2.6934300436876892
05.08.2012,9624650.0,7706.911447084233,3568300.0,2.697264803968276
06.08.2012,9631650.0,7702.699784017279,3566350.0,2.700702398811109
07.08.2012,9639800.0,7699.028077753779,3564650.0,2.704276717209263
08.08.2012,9648150.0,7695.896328293737,3563200.0,2.707720588235294
09.08.2012,9656650.0,7692.980561555076,3561850.0,2.7111332594017155
10.08.2012,9664450.0,7686.1771058315335,3558700.0,2.7157248433416696
11.08.2012,9672800.0,7680.669546436286,3556150.0,2.720020246615019
12.08.2012,9680800.0,7674.838012958962,3553450.0,2.724338319098341
13.08.2012,9688800.0,7668.466522678184,3550500.0,2.728855090832277
14.08.2012,9696650.0,7659.611231101512,3546400.0,2.73422343785247
15.08.2012,9705000.0,7657.883369330453,3545600.0,2.7371953971119134
16.08.2012,9712700.0,7653.887688984882,3543750.0,2.7407971781305114
17.08.2012,9719600.0,7650.5399568034545,3542200.0,2.743944441307662
18.08.2012,9727100.0,7644.3844492440585,3539350.0,2.7482729879780186
19.08.2012,9736250.0,7638.0129589632825,3536400.0,2.7531529238773893
20.08.2012,9744900.0,7632.937365010799,3534050.0,2.757431275731809
21.08.2012,9753600.0,7625.053995680346,3530400.0,2.76274643099932
22.08.2012,9761400.0,7614.146868250541,3525350.0,2.7689165614761655
23.08.2012,9769650.0,7600.863930885528,3519200.0,2.776099681745851
24.08.2012,9777050.0,7598.380129589633,3518050.0,2.7791105868307726
25.08.2012,9783950.0,7589.524838012959,3513950.0,2.7843167944905307
26.08.2012,9792900.0,7585.097192224622,3511900.0,2.788490560665167
27.08.2012,9800150.0,7573.65010799136,3506600.0,2.794772714310158
28.08.2012,9807700.0,7558.963282937364,3499800.0,2.8023601348648493
29.08.2012,9816100.0,7544.816414686825,3493250.0,2.810019322980033
30.08.2012,9823800.0,7528.293736501079,3485600.0,2.81839568510443
31.08.2012,9830800.0,7511.44708423326,3477800.0,2.8267295416642706
01.09.2012,9838850.0,7510.799136069115,3477500.0,2.8292882818116465
02.09.2012,9847050.0,7511.771058315335,3477950.0,2.8312799206429076
03.09.2012,9854900.0,7509.287257019439,3476800.0,2.834474229176254
04.09.2012,9862550.0,7509.179265658748,3476750.0,2.836715323218523
05.09.2012,9871550.0,7512.419006479482,3478250.0,2.8380794939984186
06.09.2012,9880050.0,7510.475161987041,3477350.0,2.841258429551239
07.09.2012,9888500.0,7508.207343412527,3476300.0,2.844547363576216
08.09.2012,9895750.0,7502.051835853133,3473450.0,2.8489686047013776
09.09.2012,9903700.0,7495.032397408206,3470200.0,2.853927727508501
10.09.2012,9911200.0,7488.7688984881215,3467300.0,2.8584777780982322
11.09.2012,9918450.0,7479.2656587473,3462900.0,2.8642034133240926
12.09.2012,9926150.0,7477.537796976241,3462100.0,2.867089338840588
13.09.2012,9932700.0,7471.706263498921,3459400.0,2.8712204428513615
14.09.2012,9940800.0,7465.226781857451,3456400.0,2.876056012035644
15.09.2012,9948000.0,7456.6954643628505,3452450.0,2.881432026531883
16.09.2012,9956050.0,7446.868250539955,3447900.0,2.88756924504771
17.09.2012,9964450.0,7439.8488120950315,3444650.0,2.8927322079166244
18.09.2012,9972800.0,7433.3693304535645,3441650.0,2.8976798919123095
19.09.2012,9979850.0,7421.9222462203015,3436350.0,2.9042006780450187
20.09.2012,9987450.0,7408.207343412527,3430000.0,2.9117930029154517
21.09.2012,9995900.0,7407.019438444924,3429450.0,2.9147239353249064
22.09.2012,10003750.0,7403.887688984882,3428000.0,2.9182467911318555
23.09.2012,10011650.0,7399.676025917926,3426050.0,2.92221362793888
24.09.2012,10019300.0,7392.116630669547,3422550.0,2.9274371448189216
25.09.2012,10026250.0,7381.857451403886,3417800.0,2.9335391187313475
26.09.2012,10033250.0,7369.654427645789,3412150.0,2.9404481045675013
27.09.2012,10041300.0,7358.963282937364,3407200.0,2.94708264850904
28.09.2012,10049200.0,7350.107991360691,3403100.0,2.952954658987394
29.09.2012,10057550.0,7344.816414686825,3400650.0,2.9575375295899313
30.09.2012,10065550.0,7346.652267818576,3401500.0,2.959150374834632
01.10.2012,10072100.0,7344.708423326134,3400600.0,2.9618596718226193
02.10.2012,10079400.0,7342.224622030238,3399450.0,2.965009045580903
03.10.2012,10086050.0,7339.308855291577,3398100.0,2.968143962802743
04.10.2012,10092650.0,7334.989200863931,3396100.0,2.9718353405376754
05.10.2012,10099400.0,7328.941684665227,3393300.0,2.9762767807149384
06.10.2012,10107150.0,7326.997840172786,3392400.0,2.9793509020162716
07.10.2012,10113400.0,7322.246220302375,3390200.0,2.983127839065542
08.10.2012,10122300.0,7323.65010799136,3390850.0,2.985180706902399
09.10.2012,10129400.0,7320.626349892009,3389450.0,2.988508460074643
10.10.2012,10136850.0,7321.706263498921,3389950.0,2.990265343146654
11.10.2012,10143750.0,7319.654427645789,3389000.0,2.9931395691944527
12.10.2012,10151200.0,7321.598272138229,3389900.0,2.9945426118764567
13.10.2012,10158600.0,7319.76241900648,3389050.0,2.9974771691181896
14.10.2012,10164950.0,7317.3866090712745,3387950.0,3.0003246801162944
15.10.2012,10173400.0,7320.842332613391,3389550.0,3.0014013659630336
16.10.2012,10181150.0,7320.626349892009,3389450.0,3.003776423903583
17.10.2012,10188200.0,7320.626349892009,3389450.0,3.0058564073817284
18.10.2012,10196100.0,7317.062634989201,3387800.0,3.009652281716748
19.10.2012,10202900.0,7316.198704103672,3387400.0,3.012015114837338
20.10.2012,10210750.0,7315.658747300216,3387150.0,3.0145550093736624
21.10.2012,10218800.0,7316.090712742981,3387350.0,3.0167535093804894
22.10.2012,10226650.0,7314.6868250539965,3386700.0,3.0196503971417603
23.10.2012,10233150.0,7310.36717062635,3384700.0,3.0233550979407333
24.10.2012,10241250.0,7312.526997840173,3385700.0,3.0248545352512037
25.10.2012,10248400.0,7311.879049676026,3385400.0,3.027234595616471
26.10.2012,10256650.0,7313.282937365011,3386050.0,3.0290899425584383
27.10.2012,10265400.0,7315.874730021598,3387250.0,3.030600044283711
28.10.2012,10273700.0,7318.034557235421,3388250.0,3.0321552423817604
29.10.2012,10281500.0,7316.954643628509,3387750.0,3.0349051730499594
30.10.2012,10288800.0,7314.902807775378,3386800.0,3.03791189323255
31.10.2012,10295950.0,7311.339092872571,3385150.0,3.041504807763319
01.11.2012,10302800.0,7307.343412526999,3383300.0,3.045192563473532
02.11.2012,10309950.0,7306.047516198703,3382700.0,3.0478463948916548
03.11.2012,10317250.0,7304.103671706263,3381800.0,3.050816133420072
04.11.2012,10325100.0,7304.643628509719,3382050.0,3.0529116955692555
05.11.2012,10333100.0,7303.023758099352,3381300.0,3.05595481028007
06.11.2012,10339850.0,7299.784017278617,3379800.0,3.0593082430913072
07.11.2012,10347700.0,7300.107991360691,3379950.0,3.061494992529475
08.11.2012,10355400.0,7299.784017278617,3379800.0,3.0639091070477544
09.11.2012,10363000.0,7302.267818574514,3380950.0,3.0651148345879116
10.11.2012,10370200.0,7302.699784017279,3381150.0,3.067062981529953
11.11.2012,10377550.0,7305.399568034557,3382400.0,3.068102530747398
12.11.2012,10384150.0,7306.047516198703,3382700.0,3.06978153545984
13.11.2012,10391150.0,7306.479481641469,3382900.0,3.071669277838541
14.11.2012,10398300.0,7306.155507559394,3382750.0,3.0739191486216835
15.11.2012,10405100.0,7304.427645788337,3381950.0,3.0766569582637238
16.11.2012,10412350.0,7305.291576673866,3382350.0,3.078436589944861
17.11.2012,10419350.0,7306.263498920085,3382800.0,3.0800963698711126
18.11.2012,10426650.0,7307.991360691145,3383600.0,3.081525594041849
19.11.2012,10434000.0,7309.611231101512,3384350.0,3.0830144636340804
20.11.2012,10441250.0,7311.339092872571,3385150.0,3.0844275733719333
21.11.2012,10448900.0,7311.9870410367175,3385450.0,3.086413918386034
22.11.2012,10456100.0,7312.8509719222475,3385850.0,3.0881757904219027
23.11.2012,10464250.0,7314.902807775378,3386800.0,3.089715956064722
24.11.2012,10471800.0,7317.062634989201,3387800.0,3.091032528484562
25.11.2012,10479100.0,7316.414686825054,3387500.0,3.093461254612546
26.11.2012,10486900.0,7315.982721382289,3387300.0,3.095946624154932
27.11.2012,10494350.0,7313.822894168466,3386300.0,3.099060921950211
28.11.2012,10501475.0,7312.473002159827,3385675.0,3.101737467417871
29.11.2012,10505625.0,7306.965442764579,3383125.0,3.1053020506188806
30.11.2012,10508750.0,7299.136069114472,3379500.0,3.10955762686788
01.12.2012,10512925.0,7292.278617710584,3376325.0,3.1137183179936767
02.12.2012,10516500.0,7286.825053995681,3373800.0,3.1171083051751736
03.12.2012,10520175.0,7282.235421166308,3371675.0,3.120162827081495
04.12.2012,10522975.0,7273.380129589633,3367575.0,3.1247930632576852
05.12.2012,10526025.0,7264.200863930885,3363325.0,3.1296484877316346
06.12.2012,10529450.0,7254.8596112311025,3359000.0,3.134697826734147
07.12.2012,10532675.0,7247.894168466522,3355775.0,3.138671394834278
08.12.2012,10536125.0,7238.498920086393,3351425.0,3.1437746630164782
