,stock,463d-daily-flow,463-day-flow,463-day-sf
24.01.2019,17499712.5,1874.7840172786175,868025.0,20.160378445321275
25.01.2019,17501437.5,1873.7041036717064,867525.0,20.173986340451282
26.01.2019,17503312.5,1872.9211663066958,867162.5,20.184581897856514
27.01.2019,17505025.0,1872.4892008639306,866962.5,20.19121357613507
28.01.2019,17506837.5,1871.4902807775375,866500.0,20.204082515868436
29.01.2019,17508662.5,1870.8153347732184,866187.5,20.213478605960027
30.01.2019,17510362.5,1869.9784017278616,865800.0,20.224488911988914
31.01.2019,17512300.0,1869.1684665226785,865425.0,20.235491232631365
01.02.2019,17514275.0,1868.574514038877,865150.0,20.244206207016123
02.02.2019,17516075.0,1869.654427645788,865650.0,20.234592502743602
03.02.2019,17517800.0,1871.085313174946,866312.5,20.22110958805281
04.02.2019,17519637.5,1870.8963282937368,866225.0,20.225273456665416
05.02.2019,17521475.0,1870.8963282937368,866225.0,20.227394730006637
06.02.2019,17523525.0,1871.598272138229,866550.0,20.22217413882638
07.02.2019,17525700.0,1872.084233261339,866775.0,20.219434109197888
08.02.2019,17527737.5,1872.4352051835851,866937.5,20.217994376757265
09.02.2019,17529612.5,1873.2721382289417,867325.0,20.211123281353586
10.02.2019,17531362.5,1873.5421166306696,867450.0,20.21022825523085
11.02.2019,17533175.0,1873.6501079913608,867500.0,20.211152737752162
12.02.2019,17534775.0,1873.515118790497,867437.5,20.21445349088551
13.02.2019,17536687.5,1873.4341252699787,867400.0,20.21753228037814
14.02.2019,17538450.0,1873.35313174946,867362.5,20.220438398016977
15.02.2019,17540037.5,1872.6511879049679,867037.5,20.22984876663351
16.02.2019,17541912.5,1873.4611231101514,867412.5,20.22326459441154
17.02.2019,17543900.0,1875.5939524838013,868400.0,20.202556425610318
18.02.2019,17545837.5,1877.6187904967605,869337.5,20.182998547744692
19.02.2019,17547787.5,1878.0507559395248,869537.5,20.18059888158935
20.02.2019,17549400.0,1878.0777537796976,869550.0,20.18216318785579
21.02.2019,17550900.0,1877.2138228941683,869150.0,20.193177242133117
22.02.2019,17552925.0,1877.483801295896,869275.0,20.192603031261683
23.02.2019,17554712.5,1876.8358531317492,868975.0,20.201631232198856
24.02.2019,17556425.0,1876.8628509719226,868987.5,20.203311324961522
25.02.2019,17558212.5,1876.403887688985,868775.0,20.210310494662025
26.02.2019,17560225.0,1876.0259179265656,868600.0,20.21669928620769
27.02.2019,17561987.5,1875.1619870410366,868200.0,20.22804365353605
28.02.2019,17563862.5,1875.2159827213825,868225.0,20.22962077802413
01.03.2019,17565887.5,1875.3509719222461,868287.5,20.230496811252035
02.03.2019,17567537.5,1874.8920086393089,868075.0,20.23734988336261
03.03.2019,17569362.5,1874.622030237581,867950.0,20.242367071835936
04.03.2019,17571075.0,1874.1900647948166,867750.0,20.249006050129644
05.03.2019,17572937.5,1873.623110151188,867487.5,20.25728036427038
06.03.2019,17574537.5,1872.8671706263501,867137.5,20.26730189848784
07.03.2019,17576312.5,1872.0302375809936,866750.0,20.278410729737526
08.03.2019,17578137.5,1871.4632829373652,866487.5,20.286660223026875
09.03.2019,17579862.5,1870.2483801295896,865925.0,20.3018304125646
10.03.2019,17581562.5,1869.5734341252698,865612.5,20.311123626333956
11.03.2019,17583337.5,1868.6555075593953,865187.5,20.323152495846276
12.03.2019,17585125.0,1867.6295896328293,864712.5,20.3363834800584
13.03.2019,17586812.5,1866.4686825054,864175.0,20.350985043538635
14.03.2019,17588750.0,1865.5777537796976,863762.5,20.362946990636893
15.03.2019,17590662.5,1865.6047516198705,863775.0,20.36486642933634
16.03.2019,17592700.0,1865.79373650108,863862.5,20.365162279876717
17.03.2019,17594525.0,1865.0377969762421,863512.5,20.375530174722428
18.03.2019,17596537.5,1864.9568034557235,863475.0,20.378745765656216
19.03.2019,17598712.5,1865.0377969762421,863512.5,20.380379554436097
20.03.2019,17600725.0,1865.1727861771053,863575.0,20.381234982485598
21.03.2019,17602512.5,1864.0118790496758,863037.5,20.395999594455628
22.03.2019,17604525.0,1863.3639308855293,862737.5,20.405424593227952
23.03.2019,17606337.5,1862.7159827213825,862437.5,20.414624248133922
24.03.2019,17608212.5,1862.1490280777537,862175.0,20.423014469220284
25.03.2019,17610062.5,1861.1501079913608,861712.5,20.436122836793015
26.03.2019,17611737.5,1859.854211663067,861112.5,20.45230733498817
27.03.2019,17613600.0,1860.097192224622,861225.0,20.451798310546025
28.03.2019,17615425.0,1860.3671706263501,861350.0,20.450949091542345
29.03.2019,17617262.5,1860.7721382289417,861537.5,20.448631081061475
30.03.2019,17619000.0,1860.3401727861767,861337.5,20.455396403848667
31.03.2019,17620737.5,1860.3401727861767,861337.5,20.45741361545271
01.04.2019,17622437.5,1859.9082073434124,861137.5,20.464139002191867
02.04.2019,17624400.0,1860.5021598272135,861412.5,20.459884201819687
03.04.2019,17626175.0,1860.5021598272135,861412.5,20.461944770943074
04.04.2019,17627925.0,1860.0701943844488,861212.5,20.468728681945514
05.04.2019,17629900.0,1860.313174946004,861325.0,20.468348184483208
06.04.2019,17631637.5,1859.6112311015122,861000.0,20.478092334494775
07.04.2019,17633400.0,1859.4492440604752,860925.0,20.48192351250109
08.04.2019,17635250.0,1859.0442764578836,860737.5,20.4885345415995
09.04.2019,17636900.0,1858.3963282937368,860437.5,20.49759569986199
10.04.2019,17638750.0,1857.7753779697625,860150.0,20.50659768645004
11.04.2019,17640712.5,1857.7753779697625,860150.0,20.508879265244435
12.04.2019,17642600.0,1857.316414686825,859937.5,20.516142161494294
13.04.2019,17644287.5,1857.1004319654428,859837.5,20.520490790410978
14.04.2019,17645812.5,1855.858531317495,859262.5,20.53599743966483
15.04.2019,17647625.0,1855.399568034557,859050.0,20.543187241720506
16.04.2019,17649437.5,1854.8326133909286,858787.5,20.55157707814797
17.04.2019,17651162.5,1854.1306695464364,858462.5,20.561366978755625
18.04.2019,17653025.0,1853.6717062634991,858250.0,20.56862802213807
19.04.2019,17654925.0,1852.5647948164144,857737.5,20.583132951514887
20.04.2019,17656562.5,1851.2958963282936,857150.0,20.599151257072858
21.04.2019,17658587.5,1851.64686825054,857312.5,20.59760880659036
22.04.2019,17660262.5,1851.0799136069115,857050.0,20.605871886120998
23.04.2019,17661712.5,1850.1619870410366,856625.0,20.617787830147382
24.04.2019,17663750.0,1850.269978401728,856675.0,20.618962850555928
25.04.2019,17665537.5,1849.622030237581,856375.0,20.628273244781784
26.04.2019,17667425.0,1849.0280777537798,856100.0,20.63710431024413
27.04.2019,17669137.5,1848.2721382289417,855750.0,20.647546012269938
28.04.2019,17671175.0,1847.8671706263501,855562.5,20.654452480093507
29.04.2019,17673212.5,1847.219222462203,855262.5,20.664079741599803
30.04.2019,17674962.5,1846.4902807775375,854925.0,20.674284293943913
01.05.2019,17677100.0,1846.3282937365009,854850.0,20.678598584546997
02.05.2019,17679400.0,1846.5442764578836,854950.0,20.67887010936312
03.05.2019,17681300.0,1846.3822894168466,854875.0,20.682906857727737
04.05.2019,17682950.0,1845.7613390928727,854587.5,20.691795749411266
05.05.2019,17684562.5,1845.0053995680344,854237.5,20.70216128418619
06.05.2019,17686450.0,1844.816414686825,854150.0,20.706491833987005
07.05.2019,17688037.5,1844.2494600431964,853887.5,20.71471651710559
08.05.2019,17689937.5,1843.8444924406049,853700.0,20.721491741829684
09.05.2019,17691812.5,1844.7354211663067,854112.5,20.71367940405977
10.05.2019,17693375.0,1843.7904967602594,853675.0,20.726125281869564
11.05.2019,17695000.0,1842.7645788336933,853200.0,20.739568682606656
12.05.2019,17696975.0,1842.7645788336933,853200.0,20.741883497421473
13.05.2019,17699062.5,1842.4676025917927,853062.5,20.74767382225804
14.05.2019,17700962.5,1841.5766738660907,852650.0,20.759939600070368
15.05.2019,17702825.0,1841.0097192224625,852387.5,20.7685178395976
16.05.2019,17704650.0,1841.1447084233264,852450.0,20.7691360197079
17.05.2019,17706537.5,1841.6846652267816,852700.0,20.76526034947813
18.05.2019,17708450.0,1842.170626349892,852925.0,20.76202479702201
19.05.2019,17710487.5,1842.7105831533481,853175.0,20.758329182172474
20.05.2019,17712500.0,1842.980561555076,853300.0,20.757646783077465
21.05.2019,17714412.5,1842.6295896328293,853137.5,20.763842288025085
22.05.2019,17716500.0,1842.7105831533481,853175.0,20.76537638819703
23.05.2019,17718475.0,1842.1436285097195,852912.5,20.774082921753404
24.05.2019,17720387.5,1842.7375809935209,853187.5,20.769628598637464
25.05.2019,17722137.5,1842.2786177105831,852975.0,20.77685453852692
26.05.2019,17724200.0,1842.7105831533481,853175.0,20.774401500278373
27.05.2019,17726287.5,1842.845572354212,853237.5,20.775326330593767
28.05.2019,17728337.5,1842.899568034557,853262.5,20.777120171107953
29.05.2019,17730512.5,1843.7904967602594,853675.0,20.769628371452836
30.05.2019,17732512.5,1843.547516198704,853562.5,20.774708940470088
31.05.2019,17733975.0,1842.683585313175,853162.5,20.786163245571622
01.06.2019,17735862.5,1842.7645788336933,853200.0,20.787461908110643
02.06.2019,17737500.0,1842.3866090712745,853025.0,20.793646141672284
03.06.2019,17738987.5,1840.9827213822891,852375.0,20.811247983575303
04.06.2019,17740912.5,1841.3336933045362,852537.5,20.80953916983124
05.06.2019,17742912.5,1841.3336933045362,852537.5,20.81188510769321
06.06.2019,17744875.0,1841.3876889848807,852562.5,20.813576717249468
07.06.2019,17746850.0,1841.1987041036718,852475.0,20.818029854247925
08.06.2019,17748400.0,1840.3347732181423,852075.0,20.829621805592232
09.06.2019,17750237.5,1839.4438444924408,851662.5,20.841868110900737
10.06.2019,17752200.0,1839.686825053996,851775.0,20.841419388923132
11.06.2019,17753987.5,1839.524838012959,851700.0,20.845353410825407
12.06.2019,17755625.0,1838.8498920086392,851387.5,20.85492798520063
13.06.2019,17757512.5,1838.687904967603,851312.5,20.858982453564348
14.06.2019,17759625.0,1838.876889848812,851400.0,20.859319943622268
15.06.2019,17761450.0,1838.876889848812,851400.0,20.861463471928587
16.06.2019,17763075.0,1838.6069114470843,851275.0,20.86643564065666
17.06.2019,17764737.5,1838.0669546436288,851025.0,20.87451896242766
18.06.2019,17766775.0,1838.120950323974,851050.0,20.876299864872806
19.06.2019,17768987.5,1838.633909287257,851287.5,20.873074607579696
20.06.2019,17770787.5,1838.633909287257,851287.5,20.875189051877303
21.06.2019,17772450.0,1838.3369330453565,851150.0,20.880514597896962
22.06.2019,17774212.5,1837.9319654427645,850962.5,20.88718656815077
23.06.2019,17776475.0,1838.7958963282936,851362.5,20.88003053928262
24.06.2019,17778687.5,1839.4978401727865,851687.5,20.874660600278858
25.06.2019,17780512.5,1839.254859611231,851575.0,20.879561400933564
26.06.2019,17782575.0,1840.280777537797,852050.0,20.870342116073
27.06.2019,17784350.0,1840.0107991360687,851925.0,20.87548786571588
28.06.2019,17786387.5,1840.5507559395248,852175.0,20.871754627863996
29.06.2019,17788562.5,1841.6576673866089,852687.5,20.861760609836548
30.06.2019,17790462.5,1841.549676025918,852637.5,20.865212355778393
01.07.2019,17792250.0,1841.7656587473002,852737.5,20.864861695422096
02.07.2019,17794225.0,1841.9816414686825,852837.5,20.86473097160948
03.07.2019,17796375.0,1842.5215982721381,853087.5,20.861136753263878
04.07.2019,17798462.5,1843.3855291576676,853487.5,20.85380570892954
05.07.2019,17800825.0,1844.3844492440603,853950.0,20.84527782657064
06.07.2019,17803050.0,1844.816414686825,854150.0,20.843001814669556
07.07.2019,17804962.5,1845.4913606911448,854462.5,20.837617215500973
08.07.2019,17807187.5,1845.9233261339093,854662.5,20.835344361078203
09.07.2019,17809112.5,1845.869330453564,854637.5,20.838206257038802
10.07.2019,17810725.0,1844.951403887689,854212.5,20.850461682543862
11.07.2019,17812337.5,1844.465442764579,853987.5,20.857843352508088
12.07.2019,17814387.5,1844.6814254859607,854087.5,20.85780145476898
13.07.2019,17816150.0,1844.7624190064796,854125.0,20.858949217034976
14.07.2019,17817962.5,1843.8174946004322,853687.5,20.871762208067942
15.07.2019,17819787.5,1843.41252699784,853500.0,20.878485647334504
16.07.2019,17821800.0,1843.7904967602594,853675.0,20.8765630948546
17.07.2019,17823475.0,1842.980561555076,853300.0,20.88770069143326
18.07.2019,17824987.5,1841.900647948164,852800.0,20.90172080206379
19.07.2019,17826462.5,1840.928725701944,852350.0,20.91448641989793
20.07.2019,17828675.0,1841.2526997840173,852500.0,20.913401759530792
21.07.2019,17830537.5,1841.5766738660907,852650.0,20.91190699583651
22.07.2019,17832512.5,1841.4416846652268,852587.5,20.91575644728547
23.07.2019,17834300.0,1841.4956803455725,852612.5,20.917239660455365
24.07.2019,17836037.5,1840.8747300215985,852325.0,20.926333851523772
25.07.2019,17837912.5,1840.6047516198705,852200.0,20.93160349683173
26.07.2019,17839987.5,1840.280777537797,852050.0,20.9377237251335
27.07.2019,17841887.5,1840.6857451403887,852237.5,20.93534666099532
28.07.2019,17844075.0,1841.1177105831534,852437.5,20.933000953149058
29.07.2019,17846175.0,1841.3336933045362,852537.5,20.933008811929096
30.07.2019,17847950.0,1841.0367170626348,852400.0,20.938467855466918
31.07.2019,17850087.5,1841.3606911447087,852550.0,20.937291067972552
01.08.2019,17851862.5,1841.8736501079916,852787.5,20.933541474282865
02.08.2019,17853975.0,1842.6295896328293,853137.5,20.927429634730625
03.08.2019,17856137.5,1843.4665226781854,853525.0,20.92046220087285
04.08.2019,17858225.0,1844.5194384449246,854012.5,20.91096441796812
05.08.2019,17860012.5,1844.1144708423328,853825.0,20.917649986824
06.08.2019,17862025.0,1844.2764578833692,853900.0,20.918169574891675
07.08.2019,17863937.5,1844.141468682505,853837.5,20.921940650299383
08.08.2019,17865700.0,1844.1684665226785,853850.0,20.92369854189846
09.08.2019,17867550.0,1844.08747300216,853812.5,20.92678427640729
10.08.2019,17869437.5,1844.4384449244062,853975.0,20.92501244181621
11.08.2019,17871350.0,1844.222462203024,853875.0,20.929702825355
12.08.2019,17873012.5,1844.1144708423328,853825.0,20.932875589260096
13.08.2019,17874975.0,1844.303455723542,853912.5,20.933028852487812
14.08.2019,17876875.0,1844.654427645788,854075.0,20.93127067295027
15.08.2019,17878837.5,1844.5734341252698,854037.5,20.93448765423064
16.08.2019,17880675.0,1844.3844492440603,853950.0,20.93878447215879
17.08.2019,17882275.0,1844.4114470842335,853962.5,20.940351596235196
18.08.2019,17883850.0,1843.358531317495,853475.0,20.954158001113097
19.08.2019,17885887.5,1843.7634989200865,853662.5,20.95194236598187
20.08.2019,17887800.0,1844.3304535637146,853925.0,20.947741312176127
21.08.2019,17889500.0,1844.0604751619874,853800.0,20.95279925040993
22.08.2019,17891262.5,1843.034557235421,853325.0,20.966527993437435
23.08.2019,17893175.0,1843.6015118790494,853587.5,20.96232079312314
24.08.2019,17895175.0,1843.925485961123,853737.5,20.960980395027747
25.08.2019,17897112.5,1843.952483801296,853750.0,20.96294289897511
26.08.2019,17898825.0,1843.7634989200865,853662.5,20.9670976527609
27.08.2019,17900512.5,1843.1695464362847,853387.5,20.975831612251177
28.08.2019,17902400.0,1843.1695464362847,853387.5,20.978043385917886
29.08.2019,17904462.5,1843.250539956804,853425.0,20.979538330843365
30.08.2019,17906462.5,1843.7095032397406,853637.5,20.976658710518223
31.08.2019,17908537.5,1843.4395248380126,853512.5,20.982161948419034
01.09.2019,17910325.0,1842.9265658747302,853275.0,20.990096979285692
02.09.2019,17912187.5,1842.5215982721381,853087.5,20.996893636350315
03.09.2019,17914237.5,1842.7375809935209,853187.5,20.996835396674236
04.09.2019,17915937.5,1842.6565874730027,853150.0,20.999750923049874
05.09.2019,17918000.0,1842.4136069114472,853037.5,21.004938235423413
06.09.2019,17919975.0,1842.0896328293734,852887.5,21.010948102768538
