,value
12/21/2015 00:00:00,7093126056
12/22/2015 00:00:00,7064178627
12/23/2015 00:00:00,7179927288
12/24/2015 00:00:00,7383892043
12/25/2015 00:00:00,7410881170
12/26/2015 00:00:00,6795052992
12/27/2015 00:00:00,6912161095
12/28/2015 00:00:00,6881289053
12/29/2015 00:00:00,7052211814
12/30/2015 00:00:00,6938840348
12/31/2015 00:00:00,7011129548
01/01/2016 00:00:00,7086942773
01/02/2016 00:00:00,7087718267
01/03/2016 00:00:00,7010054557
01/04/2016 00:00:00,7099838665
01/05/2016 00:00:00,7095475916
01/06/2016 00:00:00,7066592063
01/07/2016 00:00:00,7511439227
01/08/2016 00:00:00,7447636303
01/09/2016 00:00:00,7366150654
01/10/2016 00:00:00,7345122699
01/11/2016 00:00:00,7352814451
01/12/2016 00:00:00,7119933688
01/13/2016 00:00:00,7092522805
01/14/2016 00:00:00,7085093445
01/15/2016 00:00:00,5950781101
01/16/2016 00:00:00,6408584051
01/17/2016 00:00:00,6309465224
01/18/2016 00:00:00,6399361056
01/19/2016 00:00:00,6267882044
01/20/2016 00:00:00,6939251525
01/21/2016 00:00:00,6804934691
01/22/2016 00:00:00,6357307957
01/23/2016 00:00:00,6461204285
01/24/2016 00:00:00,6731230600
01/25/2016 00:00:00,6586551237
01/26/2016 00:00:00,6651598406
01/27/2016 00:00:00,6675556577
01/28/2016 00:00:00,6422500499
01/29/2016 00:00:00,6467230069
01/30/2016 00:00:00,6434416716
01/31/2016 00:00:00,6285374025
02/01/2016 00:00:00,6320583439
02/02/2016 00:00:00,6379673097
02/03/2016 00:00:00,6315216101
02/04/2016 00:00:00,6654920036
02/05/2016 00:00:00,6619061404
02/06/2016 00:00:00,6466010708
02/07/2016 00:00:00,6484386821
02/08/2016 00:00:00,6431630304
02/09/2016 00:00:00,6565067691
02/10/2016 00:00:00,6671066548
02/11/2016 00:00:00,6704493247
02/12/2016 00:00:00,6786480530
02/13/2016 00:00:00,6974014207
02/14/2016 00:00:00,7234119765
02/15/2016 00:00:00,7117491653
02/16/2016 00:00:00,7157811192
02/17/2016 00:00:00,7224113513
02/18/2016 00:00:00,7374786305
02/19/2016 00:00:00,7390361238
02/20/2016 00:00:00,7642302093
02/21/2016 00:00:00,7680288562
02/22/2016 00:00:00,7725206879
02/23/2016 00:00:00,7465490795
02/24/2016 00:00:00,7592690039
02/25/2016 00:00:00,7589762190
02/26/2016 00:00:00,7722882351
02/27/2016 00:00:00,7736243825
02/28/2016 00:00:00,7756197081
02/29/2016 00:00:00,7814230674
03/01/2016 00:00:00,7829133293
03/02/2016 00:00:00,7707486024
03/03/2016 00:00:00,7759846875
03/04/2016 00:00:00,7634964928
03/05/2016 00:00:00,7511425206
03/06/2016 00:00:00,7654271235
03/07/2016 00:00:00,7688977725
03/08/2016 00:00:00,7761235727
03/09/2016 00:00:00,7884616239
03/10/2016 00:00:00,7842422756
03/11/2016 00:00:00,7983418189
03/12/2016 00:00:00,7968684009
03/13/2016 00:00:00,8106175692
03/14/2016 00:00:00,8013444607
03/15/2016 00:00:00,8090596134
03/16/2016 00:00:00,8038796734
03/17/2016 00:00:00,7968112404
03/18/2016 00:00:00,7785406495
03/19/2016 00:00:00,7819982901
03/20/2016 00:00:00,7819292385
03/21/2016 00:00:00,7970504364
03/22/2016 00:00:00,7984302844
03/23/2016 00:00:00,8091829415
03/24/2016 00:00:00,7957014142
03/25/2016 00:00:00,7948279578
03/26/2016 00:00:00,8003331611
03/27/2016 00:00:00,8087440198
03/28/2016 00:00:00,8106362467
03/29/2016 00:00:00,8008269090
03/30/2016 00:00:00,7986805027
03/31/2016 00:00:00,8001632028
04/01/2016 00:00:00,8074353806
04/02/2016 00:00:00,8113019050
04/03/2016 00:00:00,8127191306
04/04/2016 00:00:00,8069190792
04/05/2016 00:00:00,8047156571
04/06/2016 00:00:00,8032983643
04/07/2016 00:00:00,7989118142
04/08/2016 00:00:00,7887863568
04/09/2016 00:00:00,7801296956
04/10/2016 00:00:00,7808848196
04/11/2016 00:00:00,7842792517
04/12/2016 00:00:00,7810004340
04/13/2016 00:00:00,7796135132
04/14/2016 00:00:00,7876158039
04/15/2016 00:00:00,7935421815
04/16/2016 00:00:00,8002686779
04/17/2016 00:00:00,7989224494
04/18/2016 00:00:00,8029323360
04/19/2016 00:00:00,8111972888
04/20/2016 00:00:00,8215863459
04/21/2016 00:00:00,8319159475
04/22/2016 00:00:00,8245254238
04/23/2016 00:00:00,8386053673
04/24/2016 00:00:00,8487184829
04/25/2016 00:00:00,8444840054
04/26/2016 00:00:00,8521729414
04/27/2016 00:00:00,8177587921
04/28/2016 00:00:00,8229617779
04/29/2016 00:00:00,8337030344
04/30/2016 00:00:00,8309380392
05/01/2016 00:00:00,8349652036
05/02/2016 00:00:00,8352941344
05/03/2016 00:00:00,8456904295
05/04/2016 00:00:00,8371731994
05/05/2016 00:00:00,8402336062
05/06/2016 00:00:00,8564848868
05/07/2016 00:00:00,8553651385
05/08/2016 00:00:00,8582610895
05/09/2016 00:00:00,8587858022
05/10/2016 00:00:00,8411842474
05/11/2016 00:00:00,8470033461
05/12/2016 00:00:00,8539298734
05/13/2016 00:00:00,8623425402
05/14/2016 00:00:00,8568220528
05/15/2016 00:00:00,8589097862
05/16/2016 00:00:00,8601430409
05/17/2016 00:00:00,8674104945
05/18/2016 00:00:00,8835194334
05/19/2016 00:00:00,8590898481
05/20/2016 00:00:00,8655462914
05/21/2016 00:00:00,8675280650
05/22/2016 00:00:00,8622854777
05/23/2016 00:00:00,8642640919
05/24/2016 00:00:00,8629118580
05/25/2016 00:00:00,8688447219
05/26/2016 00:00:00,8745205402
05/27/2016 00:00:00,8909888981
05/28/2016 00:00:00,9866389737
05/29/2016 00:00:00,9978834063
05/30/2016 00:00:00,10061257975
05/31/2016 00:00:00,10143889119
06/01/2016 00:00:00,10239365069
06/02/2016 00:00:00,10268879433
06/03/2016 00:00:00,10738883411
06/04/2016 00:00:00,10766940792
06/05/2016 00:00:00,10798234354
06/06/2016 00:00:00,11045675858
06/07/2016 00:00:00,10964462863
06/08/2016 00:00:00,11052859611
06/09/2016 00:00:00,10960470235
06/10/2016 00:00:00,10983801463
06/11/2016 00:00:00,11534318777
06/12/2016 00:00:00,12603045911
06/13/2016 00:00:00,13295335801
06/14/2016 00:00:00,13124714197
06/15/2016 00:00:00,13257744589
06/16/2016 00:00:00,14634861514
06/17/2016 00:00:00,13888353186
06/18/2016 00:00:00,13677296262
06/19/2016 00:00:00,13928062086
06/20/2016 00:00:00,13396992360
06/21/2016 00:00:00,12415100764
06/22/2016 00:00:00,11380386729
06/23/2016 00:00:00,11773446894
06/24/2016 00:00:00,12500554406
06/25/2016 00:00:00,12485637864
06/26/2016 00:00:00,11851633844
06/27/2016 00:00:00,12413846970
06/28/2016 00:00:00,12067877230
06/29/2016 00:00:00,11989795615
06/30/2016 00:00:00,12534669182
07/01/2016 00:00:00,12545325644
07/02/2016 00:00:00,13022977650
07/03/2016 00:00:00,12265034581
07/04/2016 00:00:00,12618495480
07/05/2016 00:00:00,12342242403
07/06/2016 00:00:00,12489492033
07/07/2016 00:00:00,11799441006
07/08/2016 00:00:00,12367515034
07/09/2016 00:00:00,12062990028
07/10/2016 00:00:00,12061984049
07/11/2016 00:00:00,12047038079
07/12/2016 00:00:00,12512398970
07/13/2016 00:00:00,12374696721
07/14/2016 00:00:00,12568988455
07/15/2016 00:00:00,12647415000
07/16/2016 00:00:00,12634272140
07/17/2016 00:00:00,12876205513
07/18/2016 00:00:00,12679641455
07/19/2016 00:00:00,12879149539
07/20/2016 00:00:00,12788110409
07/21/2016 00:00:00,12744552988
07/22/2016 00:00:00,12660382573
07/23/2016 00:00:00,12784797973
07/24/2016 00:00:00,12736238921
07/25/2016 00:00:00,12690724229
07/26/2016 00:00:00,12423010866
07/27/2016 00:00:00,12654244876
07/28/2016 00:00:00,12674811230
07/29/2016 00:00:00,12649383437
07/30/2016 00:00:00,12595813280
07/31/2016 00:00:00,12041900406
08/01/2016 00:00:00,11699110089
08/02/2016 00:00:00,11191239069
08/03/2016 00:00:00,11178143170
08/04/2016 00:00:00,11396530657
08/05/2016 00:00:00,11367236409
08/06/2016 00:00:00,11606552676
08/07/2016 00:00:00,11647403607
08/08/2016 00:00:00,11564756359
08/09/2016 00:00:00,11531375798
08/10/2016 00:00:00,11558404884
08/11/2016 00:00:00,11494847386
08/12/2016 00:00:00,11462414328
08/13/2016 00:00:00,11454829780
08/14/2016 00:00:00,11208204737
08/15/2016 00:00:00,11125790448
08/16/2016 00:00:00,11279542207
08/17/2016 00:00:00,11177895391
08/18/2016 00:00:00,11190610053
08/19/2016 00:00:00,11220168527
08/20/2016 00:00:00,11364277236
08/21/2016 00:00:00,11365456260
08/22/2016 00:00:00,11433342695
08/23/2016 00:00:00,11368560107
08/24/2016 00:00:00,11286371136
08/25/2016 00:00:00,11218391596
08/26/2016 00:00:00,11309914468
08/27/2016 00:00:00,11181576681
08/28/2016 00:00:00,11259451186
08/29/2016 00:00:00,11194251135
08/30/2016 00:00:00,11285343629
08/31/2016 00:00:00,11255645603
09/01/2016 00:00:00,11253671891
09/02/2016 00:00:00,11363371185
09/03/2016 00:00:00,11767005515
09/04/2016 00:00:00,11913671198
09/05/2016 00:00:00,11892824764
09/06/2016 00:00:00,11863171447
09/07/2016 00:00:00,11990374805
09/08/2016 00:00:00,12171468384
09/09/2016 00:00:00,12122257527
09/10/2016 00:00:00,12212339995
09/11/2016 00:00:00,11844015692
09/12/2016 00:00:00,11896360937
09/13/2016 00:00:00,11955071129
09/14/2016 00:00:00,11919076194
09/15/2016 00:00:00,11988719363
09/16/2016 00:00:00,11971418983
09/17/2016 00:00:00,11993799229
09/18/2016 00:00:00,12030143231
09/19/2016 00:00:00,11988257313
09/20/2016 00:00:00,11996869463
09/21/2016 00:00:00,11851974951
09/22/2016 00:00:00,11816579176
09/23/2016 00:00:00,11969404186
09/24/2016 00:00:00,11940086007
09/25/2016 00:00:00,11933896149
09/26/2016 00:00:00,11993372595
09/27/2016 00:00:00,12017861900
09/28/2016 00:00:00,12040800938
09/29/2016 00:00:00,11985318288
09/30/2016 00:00:00,12069142037
10/01/2016 00:00:00,12079558643
10/02/2016 00:00:00,12040940963
10/03/2016 00:00:00,12100230807
10/04/2016 00:00:00,12013131065
10/05/2016 00:00:00,12032055389
10/06/2016 00:00:00,12010179834
10/07/2016 00:00:00,12052283687
10/08/2016 00:00:00,12096856726
10/09/2016 00:00:00,12028477858
10/10/2016 00:00:00,12068663562
10/11/2016 00:00:00,12411742396
10/12/2016 00:00:00,12374519358
10/13/2016 00:00:00,12373359662
10/14/2016 00:00:00,12450150862
10/15/2016 00:00:00,12424882782
10/16/2016 00:00:00,12469363933
10/17/2016 00:00:00,12419771559
10/18/2016 00:00:00,12465101726
10/19/2016 00:00:00,12319548438
10/20/2016 00:00:00,12360717463
10/21/2016 00:00:00,12400900413
10/22/2016 00:00:00,12796967033
10/23/2016 00:00:00,12734115331
10/24/2016 00:00:00,12718443126
10/25/2016 00:00:00,12680058095
10/26/2016 00:00:00,13045153259
10/27/2016 00:00:00,13218472811
10/28/2016 00:00:00,13136254193
10/29/2016 00:00:00,13425319392
10/30/2016 00:00:00,13295987741
10/31/2016 00:00:00,13300985991
11/01/2016 00:00:00,13748255554
11/02/2016 00:00:00,14021322943
11/03/2016 00:00:00,13077461424
11/04/2016 00:00:00,13401208618
11/05/2016 00:00:00,13453535483
11/06/2016 00:00:00,13585628350
11/07/2016 00:00:00,13432161026
11/08/2016 00:00:00,13485674319
11/09/2016 00:00:00,13729683608
11/10/2016 00:00:00,13518482574
11/11/2016 00:00:00,13597311898
11/12/2016 00:00:00,13344495480
11/13/2016 00:00:00,13331416928
11/14/2016 00:00:00,13385922914
11/15/2016 00:00:00,13467252523
11/16/2016 00:00:00,13855793322
11/17/2016 00:00:00,13866633563
11/18/2016 00:00:00,14001981863
11/19/2016 00:00:00,14095826645
11/20/2016 00:00:00,13714639590
11/21/2016 00:00:00,13837605024
11/22/2016 00:00:00,14038565203
11/23/2016 00:00:00,13987429890
11/24/2016 00:00:00,13780378256
11/25/2016 00:00:00,13829853193
11/26/2016 00:00:00,13776640769
11/27/2016 00:00:00,13638365151
11/28/2016 00:00:00,13669075485
11/29/2016 00:00:00,13614107607
11/30/2016 00:00:00,13850232659
12/01/2016 00:00:00,14028922696
12/02/2016 00:00:00,14316778384
12/03/2016 00:00:00,14306521184
12/04/2016 00:00:00,14421555092
12/05/2016 00:00:00,13908925391
12/06/2016 00:00:00,14295877140
12/07/2016 00:00:00,14383597868
12/08/2016 00:00:00,14302065372
12/09/2016 00:00:00,14333183171
12/10/2016 00:00:00,14312071686
12/11/2016 00:00:00,14296193630
12/12/2016 00:00:00,14388377386
12/13/2016 00:00:00,14439251856
12/14/2016 00:00:00,14456086409
12/15/2016 00:00:00,14307351488
12/16/2016 00:00:00,14418735825
12/17/2016 00:00:00,14517219495
12/18/2016 00:00:00,14541858929
12/19/2016 00:00:00,14569150043
12/20/2016 00:00:00,14708035328
12/21/2016 00:00:00,15249049643
12/22/2016 00:00:00,15752625252
12/23/2016 00:00:00,16604894099
12/24/2016 00:00:00,16332228823
12/25/2016 00:00:00,16307543958
12/26/2016 00:00:00,16453672347
12/27/2016 00:00:00,16921559042
12/28/2016 00:00:00,17767072829
12/29/2016 00:00:00,17786624944
12/30/2016 00:00:00,17629358776
12/31/2016 00:00:00,17810279511
01/01/2017 00:00:00,18251444538
01/02/2017 00:00:00,18480561614
01/03/2017 00:00:00,18879704178
01/04/2017 00:00:00,20960818629
01/05/2017 00:00:00,18452696037
01/06/2017 00:00:00,16769304068
01/07/2017 00:00:00,16896720523
01/08/2017 00:00:00,17046359053
01/09/2017 00:00:00,16693855530
01/10/2017 00:00:00,16942990025
01/11/2017 00:00:00,14654240598
01/12/2017 00:00:00,15111487615
01/13/2017 00:00:00,15480204225
01/14/2017 00:00:00,15356152273
01/15/2017 00:00:00,15440467798
01/16/2017 00:00:00,15597197541
01/17/2017 00:00:00,16883712498
01/18/2017 00:00:00,16610131834
01/19/2017 00:00:00,16748331257
01/20/2017 00:00:00,16685383221
01/21/2017 00:00:00,17175250404
01/22/2017 00:00:00,17201535514
01/23/2017 00:00:00,17064135218
01/24/2017 00:00:00,16638056908
01/25/2017 00:00:00,16723585540
01/26/2017 00:00:00,17100309137
01/27/2017 00:00:00,17127317172
01/28/2017 00:00:00,17191252355
01/29/2017 00:00:00,17116085995
01/30/2017 00:00:00,17217283704
01/31/2017 00:00:00,17987593843
02/01/2017 00:00:00,18401941496
02/02/2017 00:00:00,18842378062
02/03/2017 00:00:00,18987901957
02/04/2017 00:00:00,19209353281
02/05/2017 00:00:00,18895304615
02/06/2017 00:00:00,19118565950
02/07/2017 00:00:00,19618213568
02/08/2017 00:00:00,19690872172
02/09/2017 00:00:00,18478652665
02/10/2017 00:00:00,18572164497
02/11/2017 00:00:00,18800385590
02/12/2017 00:00:00,18729314111
02/13/2017 00:00:00,18724502935
02/14/2017 00:00:00,19140266510
02/15/2017 00:00:00,19140209928
02/16/2017 00:00:00,19547149823
02/17/2017 00:00:00,19837774158
02/18/2017 00:00:00,19880406817
02/19/2017 00:00:00,19879844627
02/20/2017 00:00:00,20232784080
02/21/2017 00:00:00,20965998804
02/22/2017 00:00:00,20970290178
02/23/2017 00:00:00,21950848475
02/24/2017 00:00:00,21958099985
02/25/2017 00:00:00,21474529715
02/26/2017 00:00:00,22044728661
02/27/2017 00:00:00,22309168624
02/28/2017 00:00:00,22435007137
03/01/2017 00:00:00,23226123583
03/02/2017 00:00:00,23939679334
03/03/2017 00:00:00,24423752601
03/04/2017 00:00:00,24015444053
03/05/2017 00:00:00,24221622090
03/06/2017 00:00:00,24452421830
03/07/2017 00:00:00,23551425830
03/08/2017 00:00:00,21905270077
03/09/2017 00:00:00,22738359204
03/10/2017 00:00:00,21584861561
03/11/2017 00:00:00,23022709845
03/12/2017 00:00:00,24089233351
03/13/2017 00:00:00,24910514324
03/14/2017 00:00:00,25105080054
03/15/2017 00:00:00,25956268568
03/16/2017 00:00:00,25552525523
03/17/2017 00:00:00,23808300297
03/18/2017 00:00:00,21192208607
03/19/2017 00:00:00,23132184479
03/20/2017 00:00:00,23350620278
03/21/2017 00:00:00,24618612383
03/22/2017 00:00:00,23379391948
03/23/2017 00:00:00,23547399017
03/24/2017 00:00:00,22769653217
03/25/2017 00:00:00,22953513651
03/26/2017 00:00:00,22988237466
03/27/2017 00:00:00,24078757156
03/28/2017 00:00:00,24356082955
03/29/2017 00:00:00,24607427202
03/30/2017 00:00:00,24841677402
03/31/2017 00:00:00,25635936042
04/01/2017 00:00:00,25981819026
04/02/2017 00:00:00,27432155946
04/03/2017 00:00:00,26734392625
04/04/2017 00:00:00,26961899968
04/05/2017 00:00:00,27043513465
04/06/2017 00:00:00,27550091126
04/07/2017 00:00:00,27583601081
04/08/2017 00:00:00,27740139747
04/09/2017 00:00:00,27942037324
04/10/2017 00:00:00,27983231547
04/11/2017 00:00:00,28164394322
04/12/2017 00:00:00,28560311303
04/13/2017 00:00:00,28292754930
04/14/2017 00:00:00,28291338368
04/15/2017 00:00:00,28542248253
04/16/2017 00:00:00,28506167375
04/17/2017 00:00:00,28881086296
04/18/2017 00:00:00,29491272694
04/19/2017 00:00:00,29110604420
04/20/2017 00:00:00,29895049554
04/21/2017 00:00:00,30122142260
04/22/2017 00:00:00,30409290978
04/23/2017 00:00:00,30501988583
04/24/2017 00:00:00,30689195292
04/25/2017 00:00:00,31122728701
04/26/2017 00:00:00,32061919091
04/27/2017 00:00:00,33818153498
04/28/2017 00:00:00,35260697806
04/29/2017 00:00:00,35905595773
04/30/2017 00:00:00,37155734252
05/01/2017 00:00:00,38314369621
05/02/2017 00:00:00,38719652704
05/03/2017 00:00:00,40846389540
05/04/2017 00:00:00,43548944391
05/05/2017 00:00:00,43484785908
05/06/2017 00:00:00,45537222639
05/07/2017 00:00:00,47347986849
05/08/2017 00:00:00,51202740982
05/09/2017 00:00:00,50019149449
05/10/2017 00:00:00,53101926122
05/11/2017 00:00:00,53118781147
05/12/2017 00:00:00,51410763912
05/13/2017 00:00:00,53665109051
05/14/2017 00:00:00,54365819449
05/15/2017 00:00:00,55420162070
05/16/2017 00:00:00,58205284620
05/17/2017 00:00:00,61133251633
05/18/2017 00:00:00,64184205510
05/19/2017 00:00:00,66571024421
05/20/2017 00:00:00,70027498059
05/21/2017 00:00:00,71619442886
05/22/2017 00:00:00,71982039096
05/23/2017 00:00:00,80109196819
05/24/2017 00:00:00,83924880691
05/25/2017 00:00:00,76420298653
05/26/2017 00:00:00,74132778550
05/27/2017 00:00:00,67233763751
05/28/2017 00:00:00,71878148831
05/29/2017 00:00:00,77104137134
05/30/2017 00:00:00,77586097773
05/31/2017 00:00:00,81660843466
06/01/2017 00:00:00,87416096765
06/02/2017 00:00:00,88898182613
06/03/2017 00:00:00,91276531605
06/04/2017 00:00:00,94331653237
06/05/2017 00:00:00,98206157275
06/06/2017 00:00:00,103279020722
06/07/2017 00:00:00,97810436724
06/08/2017 00:00:00,101968712771
06/09/2017 00:00:00,104964470303
06/10/2017 00:00:00,109036431184
06/11/2017 00:00:00,113800361021
06/12/2017 00:00:00,112017141081
06/13/2017 00:00:00,115438629354
06/14/2017 00:00:00,105233981860
06/15/2017 00:00:00,103505807980
06/16/2017 00:00:00,106554050911
06/17/2017 00:00:00,112967275397
06/18/2017 00:00:00,108788566407
06/19/2017 00:00:00,112564225394
06/20/2017 00:00:00,115384314622
06/21/2017 00:00:00,109454980012
06/22/2017 00:00:00,110373744630
06/23/2017 00:00:00,112249747729
06/24/2017 00:00:00,107527417336
06/25/2017 00:00:00,102788806516
06/26/2017 00:00:00,97160926493
06/27/2017 00:00:00,108025477092
06/28/2017 00:00:00,107774781552
06/29/2017 00:00:00,106914392813
06/30/2017 00:00:00,103252940734
07/01/2017 00:00:00,96755177987
07/02/2017 00:00:00,103076221589
07/03/2017 00:00:00,105088697946
07/04/2017 00:00:00,106348790201
07/05/2017 00:00:00,108063539993
07/06/2017 00:00:00,108510381013
07/07/2017 00:00:00,93969173260
07/08/2017 00:00:00,95708808276
07/09/2017 00:00:00,92800689040
07/10/2017 00:00:00,81827321374
07/11/2017 00:00:00,78846763072
07/12/2017 00:00:00,87033680899
07/13/2017 00:00:00,82907062293
07/14/2017 00:00:00,78576540351
07/15/2017 00:00:00,69531557883
07/16/2017 00:00:00,65548046340
07/17/2017 00:00:00,77880622906
07/18/2017 00:00:00,84098856745
07/19/2017 00:00:00,78659046212
07/20/2017 00:00:00,95564258831
07/21/2017 00:00:00,91226454612
07/22/2017 00:00:00,98164028503
07/23/2017 00:00:00,95995103322
07/24/2017 00:00:00,95845791662
07/25/2017 00:00:00,87235264254
07/26/2017 00:00:00,86673968216
07/27/2017 00:00:00,89220116808
07/28/2017 00:00:00,88782621275
07/29/2017 00:00:00,89797449585
07/30/2017 00:00:00,88542566650
07/31/2017 00:00:00,91186927305
08/01/2017 00:00:00,100440246350
08/02/2017 00:00:00,99868355325
08/03/2017 00:00:00,101820284590
08/04/2017 00:00:00,100236542054
08/05/2017 00:00:00,111616639770
08/06/2017 00:00:00,112550169975
08/07/2017 00:00:00,118572720926
08/08/2017 00:00:00,123399173986
08/09/2017 00:00:00,120740834945
08/10/2017 00:00:00,123300985519
08/11/2017 00:00:00,129784520335
08/12/2017 00:00:00,132885257311
08/13/2017 00:00:00,134876665762
08/14/2017 00:00:00,139834506668
08/15/2017 00:00:00,134749185269
08/16/2017 00:00:00,141500015863
08/17/2017 00:00:00,141829809460
08/18/2017 00:00:00,141185534531
08/19/2017 00:00:00,144422645240
08/20/2017 00:00:00,144324207211
08/21/2017 00:00:00,144331359201
08/22/2017 00:00:00,148014693217
08/23/2017 00:00:00,150887305038
08/24/2017 00:00:00,153451622298
08/25/2017 00:00:00,155236681408
08/26/2017 00:00:00,157649062963
08/27/2017 00:00:00,158618100417
08/28/2017 00:00:00,160575711172
08/29/2017 00:00:00,166062099854
08/30/2017 00:00:00,168658941122
08/31/2017 00:00:00,174859530934
09/01/2017 00:00:00,182000983612
09/02/2017 00:00:00,166358669834
09/03/2017 00:00:00,168148098387
09/04/2017 00:00:00,150081244963
09/05/2017 00:00:00,155118662508
09/06/2017 00:00:00,165078462622
09/07/2017 00:00:00,165653253670
09/08/2017 00:00:00,154479054613
09/09/2017 00:00:00,152952746047
09/10/2017 00:00:00,149473022627
09/11/2017 00:00:00,148511482531
09/12/2017 00:00:00,145573539811
09/13/2017 00:00:00,135772464680
09/14/2017 00:00:00,110381734144
09/15/2017 00:00:00,127694397644
09/16/2017 00:00:00,126926603509
09/17/2017 00:00:00,126891575805
09/18/2017 00:00:00,141647957567
09/19/2017 00:00:00,135125253239
09/20/2017 00:00:00,134085226120
09/21/2017 00:00:00,122920690962
09/22/2017 00:00:00,124348294152
09/23/2017 00:00:00,131101649939
09/24/2017 00:00:00,127821185028
09/25/2017 00:00:00,136035129892
09/26/2017 00:00:00,134535480168
09/27/2017 00:00:00,145284575644
09/28/2017 00:00:00,143824266718
09/29/2017 00:00:00,141136260968
09/30/2017 00:00:00,146468103453
10/01/2017 00:00:00,146943776169
10/02/2017 00:00:00,146411040842
10/03/2017 00:00:00,144019459602
10/04/2017 00:00:00,141135021274
10/05/2017 00:00:00,144276309502
10/06/2017 00:00:00,146633680128
10/07/2017 00:00:00,148689606826
10/08/2017 00:00:00,150689129403
10/09/2017 00:00:00,149868213136
10/10/2017 00:00:00,151895061889
10/11/2017 00:00:00,154243984401
10/12/2017 00:00:00,163662924636
10/13/2017 00:00:00,171035389932
10/14/2017 00:00:00,173794344177
10/15/2017 00:00:00,172992768256
10/16/2017 00:00:00,173961164251
10/17/2017 00:00:00,184940469962
10/18/2017 00:00:00,181375911427
10/19/2017 00:00:00,182554388320
10/20/2017 00:00:00,185160811517
10/21/2017 00:00:00,185773145976
10/22/2017 00:00:00,185388389675
10/23/2017 00:00:00,184612877681
10/24/2017 00:00:00,179459620776
10/25/2017 00:00:00,184442229981
10/26/2017 00:00:00,187744613619
10/27/2017 00:00:00,185003446948
10/28/2017 00:00:00,184352178219
10/29/2017 00:00:00,194024967412
10/30/2017 00:00:00,193746310257
10/31/2017 00:00:00,201230858515
11/01/2017 00:00:00,205334474280
11/02/2017 00:00:00,212957139673
11/03/2017 00:00:00,230027527839
11/04/2017 00:00:00,228761524568
11/05/2017 00:00:00,228574591679
11/06/2017 00:00:00,217296366775
11/07/2017 00:00:00,219315481382
11/08/2017 00:00:00,210388754075
11/09/2017 00:00:00,212110072473
11/10/2017 00:00:00,203082242484
11/11/2017 00:00:00,206440840291
11/12/2017 00:00:00,198473574401
11/13/2017 00:00:00,210719563842
11/14/2017 00:00:00,213456058784
11/15/2017 00:00:00,224236969018
11/16/2017 00:00:00,229139146912
11/17/2017 00:00:00,232532545995
11/18/2017 00:00:00,236808806447
11/19/2017 00:00:00,241247859162
11/20/2017 00:00:00,248688045402
11/21/2017 00:00:00,243950336512
11/22/2017 00:00:00,254445172661
11/23/2017 00:00:00,257768763432
11/24/2017 00:00:00,278111569374
11/25/2017 00:00:00,300908605586
11/26/2017 00:00:00,313714172146
11/27/2017 00:00:00,318354506762
11/28/2017 00:00:00,323082813863
11/29/2017 00:00:00,304589648455
11/30/2017 00:00:00,311426135317
12/01/2017 00:00:00,336695353117
12/02/2017 00:00:00,337057892964
12/03/2017 00:00:00,348016969936
12/04/2017 00:00:00,360457927074
12/05/2017 00:00:00,360727292263
12/06/2017 00:00:00,391917337333
12/07/2017 00:00:00,448107771931
12/08/2017 00:00:00,450054903202
12/09/2017 00:00:00,423124090654
12/10/2017 00:00:00,414511182541
12/11/2017 00:00:00,464553529335
12/12/2017 00:00:00,508087203770
12/13/2017 00:00:00,498585035350
12/14/2017 00:00:00,533050893694
12/15/2017 00:00:00,546357482240
12/16/2017 00:00:00,589675448306
12/17/2017 00:00:00,599065010190
12/18/2017 00:00:00,626523690645
12/19/2017 00:00:00,625674817514
12/20/2017 00:00:00,629367339386
12/21/2017 00:00:00,614093476872
12/22/2017 00:00:00,528720150132
12/23/2017 00:00:00,569577376980
12/24/2017 00:00:00,547512622611
12/25/2017 00:00:00,557997161202
12/26/2017 00:00:00,607403981277
12/27/2017 00:00:00,594411347914
12/28/2017 00:00:00,567193341182
12/29/2017 00:00:00,604968174479
12/30/2017 00:00:00,550446780632
12/31/2017 00:00:00,603793544801
01/01/2018 00:00:00,605030521058
01/02/2018 00:00:00,658592686719
01/03/2018 00:00:00,726417583687
01/04/2018 00:00:00,729484503841
01/05/2018 00:00:00,744163431163
01/06/2018 00:00:00,782760405327
01/07/2018 00:00:00,796249319056
01/08/2018 00:00:00,745656307621
01/09/2018 00:00:00,736353100300
01/10/2018 00:00:00,737623501231
01/11/2018 00:00:00,670189723898
01/12/2018 00:00:00,722292362528
01/13/2018 00:00:00,755187655010
01/14/2018 00:00:00,721258129169
01/15/2018 00:00:00,693227985666
01/16/2018 00:00:00,541957893947
01/17/2018 00:00:00,558165260174
01/18/2018 00:00:00,572999724156
01/19/2018 00:00:00,583695005241
01/20/2018 00:00:00,639647601543
01/21/2018 00:00:00,570276909442
01/22/2018 00:00:00,539881967254
01/23/2018 00:00:00,535081276199
01/24/2018 00:00:00,564247317831
01/25/2018 00:00:00,554690499731
01/26/2018 00:00:00,549603110411
01/27/2018 00:00:00,567352359699
01/28/2018 00:00:00,598214274784
01/29/2018 00:00:00,566844196517
01/30/2018 00:00:00,504337936843
01/31/2018 00:00:00,519005083589
02/01/2018 00:00:00,455894610357
02/02/2018 00:00:00,429983487946
02/03/2018 00:00:00,454755818069
02/04/2018 00:00:00,395377131756
