,value
11/04/2013 00:00:00,2778292679
11/05/2013 00:00:00,2974815691
11/06/2013 00:00:00,3225679798
11/07/2013 00:00:00,3578536296
11/08/2013 00:00:00,4104125938
11/09/2013 00:00:00,4161207920
11/10/2013 00:00:00,3967120848
11/11/2013 00:00:00,4215270016
11/12/2013 00:00:00,4346601049
11/13/2013 00:00:00,4839379329
11/14/2013 00:00:00,5081967449
11/15/2013 00:00:00,5038524308
11/16/2013 00:00:00,5317817929
11/17/2013 00:00:00,5892091319
11/18/2013 00:00:00,8343925143
11/19/2013 00:00:00,6633637471
11/20/2013 00:00:00,7405119270
11/21/2013 00:00:00,8937767135
11/22/2013 00:00:00,9879477540
11/23/2013 00:00:00,10344406959
11/24/2013 00:00:00,9965211231
11/25/2013 00:00:00,10134922082
11/26/2013 00:00:00,11647538023
11/27/2013 00:00:00,12482599878
11/28/2013 00:00:00,13215564297
11/29/2013 00:00:00,14539271219
11/30/2013 00:00:00,14449819071
12/01/2013 00:00:00,12310550353
12/02/2013 00:00:00,13386047692
12/03/2013 00:00:00,13642027479
12/04/2013 00:00:00,14739663757
12/05/2013 00:00:00,13291340948
12/06/2013 00:00:00,10612083144
12/07/2013 00:00:00,8903577796
12/08/2013 00:00:00,10156329096
12/09/2013 00:00:00,11641155018
12/10/2013 00:00:00,12718968144
12/11/2013 00:00:00,11399756204
12/12/2013 00:00:00,11314611157
12/13/2013 00:00:00,11464080474
12/14/2013 00:00:00,11025784874
12/15/2013 00:00:00,11183332833
12/16/2013 00:00:00,8970258130
12/17/2013 00:00:00,8720040297
12/18/2013 00:00:00,6637112916
12/19/2013 00:00:00,8805292791
12/20/2013 00:00:00,7846016707
12/21/2013 00:00:00,7634271402
12/22/2013 00:00:00,7863369653
12/23/2013 00:00:00,8390443464
12/24/2013 00:00:00,8355292519
12/25/2013 00:00:00,8776132696
12/26/2013 00:00:00,9739883958
12/27/2013 00:00:00,9338286230
12/28/2013 00:00:00,9228313452
12/29/2013 00:00:00,9442599620
12/30/2013 00:00:00,9559325195
12/31/2013 00:00:00,9493923047
01/01/2014 00:00:00,9784629906
01/02/2014 00:00:00,10174396618
01/03/2014 00:00:00,10456023351
01/04/2014 00:00:00,10707089003
01/05/2014 00:00:00,11682084712
01/06/2014 00:00:00,11907632098
01/07/2014 00:00:00,10141625910
01/08/2014 00:00:00,10674191508
01/09/2014 00:00:00,10698772853
01/10/2014 00:00:00,11055079204
01/11/2014 00:00:00,11635014949
01/12/2014 00:00:00,10942288307
01/13/2014 00:00:00,10697650061
01/14/2014 00:00:00,10608617790
01/15/2014 00:00:00,10942596734
01/16/2014 00:00:00,10587265035
01/17/2014 00:00:00,10381384002
01/18/2014 00:00:00,10552184620
01/19/2014 00:00:00,10994352267
01/20/2014 00:00:00,10825033496
01/21/2014 00:00:00,10818954429
01/22/2014 00:00:00,10724933985
01/23/2014 00:00:00,10651809950
01/24/2014 00:00:00,10093089200
01/25/2014 00:00:00,10527345205
01/26/2014 00:00:00,10590118575
01/27/2014 00:00:00,9742319653
01/28/2014 00:00:00,10210307271
01/29/2014 00:00:00,10373348718
01/30/2014 00:00:00,10446788273
01/31/2014 00:00:00,10503848804
02/01/2014 00:00:00,10593593754
02/02/2014 00:00:00,10677915476
02/03/2014 00:00:00,10611459727
02/04/2014 00:00:00,10539785619
02/05/2014 00:00:00,10237733767
02/06/2014 00:00:00,10024006935
02/07/2014 00:00:00,9265676190
02/08/2014 00:00:00,8975144483
02/09/2014 00:00:00,9091278933
02/10/2014 00:00:00,9042485879
02/11/2014 00:00:00,8899343879
02/12/2014 00:00:00,8613805303
02/13/2014 00:00:00,7972975120
02/14/2014 00:00:00,8836632996
02/15/2014 00:00:00,8655603221
02/16/2014 00:00:00,8215842151
02/17/2014 00:00:00,8529898787
02/18/2014 00:00:00,8475111242
02/19/2014 00:00:00,8404357806
02/20/2014 00:00:00,7576591921
02/21/2014 00:00:00,7830407524
02/22/2014 00:00:00,8240635952
02/23/2014 00:00:00,8236396205
02/24/2014 00:00:00,7265044015
02/25/2014 00:00:00,7249316229
02/26/2014 00:00:00,7817501554
02/27/2014 00:00:00,7751100882
02/28/2014 00:00:00,7356830980
03/01/2014 00:00:00,7613563977
03/02/2014 00:00:00,7551939408
03/03/2014 00:00:00,9046031330
03/04/2014 00:00:00,9018493630
03/05/2014 00:00:00,8912873823
03/06/2014 00:00:00,9047353012
03/07/2014 00:00:00,8469809660
03/08/2014 00:00:00,8298556215
03/09/2014 00:00:00,8564845188
03/10/2014 00:00:00,8429721208
03/11/2014 00:00:00,8446711902
03/12/2014 00:00:00,8569986199
03/13/2014 00:00:00,8644975469
03/14/2014 00:00:00,8468425672
03/15/2014 00:00:00,8570575016
03/16/2014 00:00:00,8547396651
03/17/2014 00:00:00,8414499471
03/18/2014 00:00:00,8344018138
03/19/2014 00:00:00,8244818231
03/20/2014 00:00:00,7945784057
03/21/2014 00:00:00,7704814276
03/22/2014 00:00:00,7710370780
03/23/2014 00:00:00,7580029903
03/24/2014 00:00:00,9009135733
03/25/2014 00:00:00,8885682525
03/26/2014 00:00:00,8967167230
03/27/2014 00:00:00,7254907499
03/28/2014 00:00:00,7773213446
03/29/2014 00:00:00,7654240039
03/30/2014 00:00:00,6982450677
03/31/2014 00:00:00,6919240530
04/01/2014 00:00:00,7480900737
04/02/2014 00:00:00,6416703009
04/03/2014 00:00:00,6888908663
04/04/2014 00:00:00,6920962496
04/05/2014 00:00:00,7202513828
04/06/2014 00:00:00,6213440053
04/07/2014 00:00:00,6930830539
04/08/2014 00:00:00,6195608522
04/09/2014 00:00:00,6015541601
04/10/2014 00:00:00,5191471342
04/11/2014 00:00:00,6499301016
04/12/2014 00:00:00,5794370408
04/13/2014 00:00:00,6259248624
04/14/2014 00:00:00,6807970131
04/15/2014 00:00:00,7841038177
04/16/2014 00:00:00,7451121425
04/17/2014 00:00:00,7576500419
04/18/2014 00:00:00,6754069966
04/19/2014 00:00:00,7663687035
04/20/2014 00:00:00,7339490277
04/21/2014 00:00:00,7160736235
04/22/2014 00:00:00,7344105721
04/23/2014 00:00:00,7261542586
04/24/2014 00:00:00,7821900644
04/25/2014 00:00:00,7089952686
04/26/2014 00:00:00,6808580397
04/27/2014 00:00:00,6366325507
04/28/2014 00:00:00,6094759393
04/29/2014 00:00:00,6179027611
04/30/2014 00:00:00,6683924034
05/01/2014 00:00:00,6362175065
05/02/2014 00:00:00,6259423141
05/03/2014 00:00:00,6061155088
05/04/2014 00:00:00,6214126692
05/05/2014 00:00:00,6443274946
05/06/2014 00:00:00,6376872185
05/07/2014 00:00:00,6572274575
05/08/2014 00:00:00,6461556510
05/09/2014 00:00:00,6484025243
05/10/2014 00:00:00,6517586025
05/11/2014 00:00:00,6391087853
05/12/2014 00:00:00,6468763856
05/13/2014 00:00:00,6485979152
05/14/2014 00:00:00,6534228299
05/15/2014 00:00:00,6553161981
05/16/2014 00:00:00,6967077622
05/17/2014 00:00:00,6859348870
05/18/2014 00:00:00,6634629960
05/19/2014 00:00:00,6645057612
05/20/2014 00:00:00,7608922875
05/21/2014 00:00:00,7321279057
05/22/2014 00:00:00,7841765547
05/23/2014 00:00:00,7778015136
05/24/2014 00:00:00,8084368487
05/25/2014 00:00:00,8506861522
05/26/2014 00:00:00,8673556992
05/27/2014 00:00:00,8507403416
05/28/2014 00:00:00,8702795981
05/29/2014 00:00:00,8458272340
05/30/2014 00:00:00,9047543146
05/31/2014 00:00:00,8625117688
06/01/2014 00:00:00,9301431174
06/02/2014 00:00:00,9820497393
06/03/2014 00:00:00,10095488104
06/04/2014 00:00:00,8849779267
06/05/2014 00:00:00,9696778107
06/06/2014 00:00:00,9904985590
06/07/2014 00:00:00,10020602494
06/08/2014 00:00:00,9897360814
06/09/2014 00:00:00,9653962268
06/10/2014 00:00:00,9669569120
06/11/2014 00:00:00,9291475678
06/12/2014 00:00:00,8647985045
06/13/2014 00:00:00,8806462054
06/14/2014 00:00:00,8447224799
06/15/2014 00:00:00,8813327505
06/16/2014 00:00:00,8664072240
06/17/2014 00:00:00,8852701902
06/18/2014 00:00:00,8928730657
06/19/2014 00:00:00,8667637677
06/20/2014 00:00:00,8582354680
06/21/2014 00:00:00,8794105311
06/22/2014 00:00:00,8739889996
06/23/2014 00:00:00,8470429070
06/24/2014 00:00:00,8298494921
06/25/2014 00:00:00,8100031854
06/26/2014 00:00:00,8359973689
06/27/2014 00:00:00,8518537184
06/28/2014 00:00:00,8401046352
06/29/2014 00:00:00,8283931062
06/30/2014 00:00:00,9010033303
07/01/2014 00:00:00,9029597272
07/02/2014 00:00:00,9180060784
07/03/2014 00:00:00,9468066501
07/04/2014 00:00:00,8861302025
07/05/2014 00:00:00,8625555400
07/06/2014 00:00:00,8902502972
07/07/2014 00:00:00,8736067120
07/08/2014 00:00:00,8560986910
07/09/2014 00:00:00,8545113847
07/10/2014 00:00:00,8461162150
07/11/2014 00:00:00,8722967666
07/12/2014 00:00:00,8752727921
07/13/2014 00:00:00,8666812150
07/14/2014 00:00:00,8527733673
07/15/2014 00:00:00,8546900726
07/16/2014 00:00:00,8460776089
07/17/2014 00:00:00,8575148669
07/18/2014 00:00:00,8720796110
07/19/2014 00:00:00,8687803808
07/20/2014 00:00:00,8636552680
07/21/2014 00:00:00,8582328884
07/22/2014 00:00:00,8533532956
07/23/2014 00:00:00,8546861688
07/24/2014 00:00:00,8299501530
07/25/2014 00:00:00,8274921650
07/26/2014 00:00:00,8183180358
07/27/2014 00:00:00,8143970698
07/28/2014 00:00:00,8063561387
07/29/2014 00:00:00,8050730787
07/30/2014 00:00:00,7777302573
07/31/2014 00:00:00,8022260875
08/01/2014 00:00:00,8244982093
08/02/2014 00:00:00,8138655084
08/03/2014 00:00:00,8112666760
08/04/2014 00:00:00,8119005817
08/05/2014 00:00:00,8025295571
08/06/2014 00:00:00,8024618104
08/07/2014 00:00:00,8093226374
08/08/2014 00:00:00,8126695264
08/09/2014 00:00:00,8116366363
08/10/2014 00:00:00,8110250658
08/11/2014 00:00:00,7864597168
08/12/2014 00:00:00,7786910311
08/13/2014 00:00:00,7509678561
08/14/2014 00:00:00,7003276515
08/15/2014 00:00:00,6821536386
08/16/2014 00:00:00,7171826636
08/17/2014 00:00:00,6815228619
08/18/2014 00:00:00,6463595733
08/19/2014 00:00:00,6742124668
08/20/2014 00:00:00,7099291797
08/21/2014 00:00:00,7237529629
08/22/2014 00:00:00,7194097784
08/23/2014 00:00:00,6961562408
08/24/2014 00:00:00,7141464257
08/25/2014 00:00:00,7070456967
08/26/2014 00:00:00,7319968859
08/27/2014 00:00:00,7232429025
08/28/2014 00:00:00,7157345415
08/29/2014 00:00:00,7206916749
08/30/2014 00:00:00,7109212214
08/31/2014 00:00:00,6800040390
09/01/2014 00:00:00,6716689486
09/02/2014 00:00:00,6740566667
09/03/2014 00:00:00,6745406517
09/04/2014 00:00:00,6965610040
09/05/2014 00:00:00,6845982637
09/06/2014 00:00:00,6882613145
09/07/2014 00:00:00,6837438928
09/08/2014 00:00:00,6733820232
09/09/2014 00:00:00,6780624300
09/10/2014 00:00:00,6862928862
09/11/2014 00:00:00,6848085427
09/12/2014 00:00:00,6815108618
09/13/2014 00:00:00,6877000340
09/14/2014 00:00:00,6852659372
09/15/2014 00:00:00,6791915475
09/16/2014 00:00:00,6707251156
09/17/2014 00:00:00,6610980786
09/18/2014 00:00:00,6189892493
09/19/2014 00:00:00,5720100787
09/20/2014 00:00:00,5788013907
09/21/2014 00:00:00,5800315368
09/22/2014 00:00:00,5865043875
09/23/2014 00:00:00,6357038437
09/24/2014 00:00:00,6163305842
09/25/2014 00:00:00,5961297979
09/26/2014 00:00:00,5910897764
09/27/2014 00:00:00,5834076662
09/28/2014 00:00:00,5515338864
09/29/2014 00:00:00,5473913619
09/30/2014 00:00:00,5680078085
10/01/2014 00:00:00,5626979054
10/02/2014 00:00:00,5459864323
10/03/2014 00:00:00,5276541438
10/04/2014 00:00:00,4821930116
10/05/2014 00:00:00,4598990882
10/06/2014 00:00:00,4696992472
10/07/2014 00:00:00,4798253575
10/08/2014 00:00:00,5205430650
10/09/2014 00:00:00,5358246363
10/10/2014 00:00:00,5268063373
10/11/2014 00:00:00,5297935593
10/12/2014 00:00:00,5532725570
10/13/2014 00:00:00,5708858046
10/14/2014 00:00:00,5835629569
10/15/2014 00:00:00,5740348957
10/16/2014 00:00:00,5567167613
10/17/2014 00:00:00,5588721827
10/18/2014 00:00:00,5709495294
10/19/2014 00:00:00,5663276965
10/20/2014 00:00:00,5569614578
10/21/2014 00:00:00,5626205459
10/22/2014 00:00:00,5559897534
10/23/2014 00:00:00,5237269492
10/24/2014 00:00:00,5239715714
10/25/2014 00:00:00,5067267477
10/26/2014 00:00:00,5172732329
10/27/2014 00:00:00,5122954746
10/28/2014 00:00:00,5199337082
10/29/2014 00:00:00,4902841113
10/30/2014 00:00:00,5058068444
10/31/2014 00:00:00,4944265095
11/01/2014 00:00:00,4768132599
11/02/2014 00:00:00,4758896467
11/03/2014 00:00:00,4772593365
11/04/2014 00:00:00,4844920614
11/05/2014 00:00:00,4973142441
11/06/2014 00:00:00,5137515986
11/07/2014 00:00:00,5019518817
11/08/2014 00:00:00,5058048577
11/09/2014 00:00:00,5314153758
11/10/2014 00:00:00,5363468011
11/11/2014 00:00:00,5408278842
11/12/2014 00:00:00,6268417568
11/13/2014 00:00:00,6122190355
11/14/2014 00:00:00,5856922199
11/15/2014 00:00:00,5517031022
11/16/2014 00:00:00,5744559023
11/17/2014 00:00:00,5698681183
11/18/2014 00:00:00,5484958863
11/19/2014 00:00:00,5543331788
11/20/2014 00:00:00,5277047786
11/21/2014 00:00:00,5215079315
11/22/2014 00:00:00,5339613650
11/23/2014 00:00:00,5539370544
11/24/2014 00:00:00,5647962457
11/25/2014 00:00:00,5707681396
11/26/2014 00:00:00,5677794587
11/27/2014 00:00:00,5791275534
11/28/2014 00:00:00,5878232386
11/29/2014 00:00:00,5815146167
11/30/2014 00:00:00,5777038989
12/01/2014 00:00:00,5868303231
12/02/2014 00:00:00,5898215207
12/03/2014 00:00:00,5811954801
12/04/2014 00:00:00,5735810668
12/05/2014 00:00:00,5858488014
12/06/2014 00:00:00,5856870301
12/07/2014 00:00:00,5889807893
12/08/2014 00:00:00,5691048872
12/09/2014 00:00:00,5569034657
12/10/2014 00:00:00,5460467101
12/11/2014 00:00:00,5550131617
12/12/2014 00:00:00,5598387081
12/13/2014 00:00:00,5556918587
12/14/2014 00:00:00,5653980996
12/15/2014 00:00:00,5678617093
12/16/2014 00:00:00,5382704558
12/17/2014 00:00:00,5493309800
12/18/2014 00:00:00,5376624205
12/19/2014 00:00:00,5246614850
12/20/2014 00:00:00,5552963069
12/21/2014 00:00:00,5395564725
12/22/2014 00:00:00,5585911141
12/23/2014 00:00:00,5565337905
12/24/2014 00:00:00,5369256017
12/25/2014 00:00:00,5393164149
12/26/2014 00:00:00,5526442100
12/27/2014 00:00:00,5336450420
12/28/2014 00:00:00,5347976926
12/29/2014 00:00:00,5274255995
12/30/2014 00:00:00,5262544360
12/31/2014 00:00:00,5438721690
01/01/2015 00:00:00,5324829316
01/02/2015 00:00:00,5355985293
01/03/2015 00:00:00,4714631861
01/04/2015 00:00:00,4392147448
01/05/2015 00:00:00,4636868550
01/06/2015 00:00:00,4845197013
01/07/2015 00:00:00,4991513251
01/08/2015 00:00:00,4748538326
01/09/2015 00:00:00,4871483455
01/10/2015 00:00:00,4603978625
01/11/2015 00:00:00,4460408910
01/12/2015 00:00:00,4453706024
01/13/2015 00:00:00,3767280401
01/14/2015 00:00:00,3062364105
01/15/2015 00:00:00,3578189222
01/16/2015 00:00:00,3542791151
01/17/2015 00:00:00,3398734872
01/18/2015 00:00:00,3564066609
01/19/2015 00:00:00,3652804938
01/20/2015 00:00:00,3601885214
01/21/2015 00:00:00,3840402480
01/22/2015 00:00:00,3945696923
01/23/2015 00:00:00,3910615483
01/24/2015 00:00:00,4146703027
01/25/2015 00:00:00,4247049981
01/26/2015 00:00:00,4526171868
01/27/2015 00:00:00,4345676884
01/28/2015 00:00:00,3877556668
01/29/2015 00:00:00,3858915737
01/30/2015 00:00:00,3764415715
01/31/2015 00:00:00,3601772469
02/01/2015 00:00:00,3749380033
02/02/2015 00:00:00,3911042232
02/03/2015 00:00:00,3743139494
02/04/2015 00:00:00,3750424839
02/05/2015 00:00:00,3651025125
02/06/2015 00:00:00,3714956212
02/07/2015 00:00:00,3826242695
02/08/2015 00:00:00,3739248041
02/09/2015 00:00:00,3664684943
02/10/2015 00:00:00,3673048252
02/11/2015 00:00:00,3660935375
02/12/2015 00:00:00,3715188159
02/13/2015 00:00:00,3925830494
02/14/2015 00:00:00,4226560355
02/15/2015 00:00:00,3883726035
02/16/2015 00:00:00,3857344209
02/17/2015 00:00:00,4016050930
02/18/2015 00:00:00,3902766559
02/19/2015 00:00:00,3958700558
02/20/2015 00:00:00,4001917422
02/21/2015 00:00:00,4017663440
02/22/2015 00:00:00,3883680486
02/23/2015 00:00:00,3940646509
02/24/2015 00:00:00,3933341452
02/25/2015 00:00:00,3912970102
02/26/2015 00:00:00,3899906744
02/27/2015 00:00:00,4154163017
02/28/2015 00:00:00,4145496550
03/01/2015 00:00:00,4204599544
03/02/2015 00:00:00,4435250804
03/03/2015 00:00:00,4429565836
03/04/2015 00:00:00,4337069162
03/05/2015 00:00:00,4413508977
03/06/2015 00:00:00,4338824637
03/07/2015 00:00:00,4386102450
03/08/2015 00:00:00,4348679572
03/09/2015 00:00:00,4582568868
03/10/2015 00:00:00,4600735529
03/11/2015 00:00:00,4672094685
03/12/2015 00:00:00,4668653643
03/13/2015 00:00:00,4477290601
03/14/2015 00:00:00,4504501377
03/15/2015 00:00:00,4553498249
03/16/2015 00:00:00,4622052821
03/17/2015 00:00:00,4526774582
03/18/2015 00:00:00,4096932554
03/19/2015 00:00:00,4171078412
03/20/2015 00:00:00,4181197971
03/21/2015 00:00:00,4151599214
03/22/2015 00:00:00,4277853585
03/23/2015 00:00:00,4241509296
03/24/2015 00:00:00,3920083992
03/25/2015 00:00:00,3920707788
03/26/2015 00:00:00,3955300376
03/27/2015 00:00:00,3924168060
03/28/2015 00:00:00,4013548233
03/29/2015 00:00:00,3847737596
03/30/2015 00:00:00,3915142049
03/31/2015 00:00:00,3847147980
04/01/2015 00:00:00,3891143667
04/02/2015 00:00:00,3995283640
04/03/2015 00:00:00,4028947649
04/04/2015 00:00:00,4016566214
04/05/2015 00:00:00,4119572580
04/06/2015 00:00:00,4056141841
04/07/2015 00:00:00,4032791468
04/08/2015 00:00:00,3913190215
04/09/2015 00:00:00,3881798697
04/10/2015 00:00:00,3759665439
04/11/2015 00:00:00,3752486114
04/12/2015 00:00:00,3752728298
04/13/2015 00:00:00,3571427683
04/14/2015 00:00:00,3493298633
04/15/2015 00:00:00,3551553271
04/16/2015 00:00:00,3628671019
04/17/2015 00:00:00,3544069078
04/18/2015 00:00:00,3555816612
04/19/2015 00:00:00,3540889181
04/20/2015 00:00:00,3569738779
04/21/2015 00:00:00,3749936955
04/22/2015 00:00:00,3714144237
04/23/2015 00:00:00,3741552059
04/24/2015 00:00:00,3668831703
04/25/2015 00:00:00,3599291972
04/26/2015 00:00:00,3501045618
04/27/2015 00:00:00,3606263514
04/28/2015 00:00:00,3576443170
04/29/2015 00:00:00,3582098372
04/30/2015 00:00:00,3755258841
05/01/2015 00:00:00,3691271910
05/02/2015 00:00:00,3730545700
05/03/2015 00:00:00,3807806298
05/04/2015 00:00:00,3786093713
05/05/2015 00:00:00,3728147717
05/06/2015 00:00:00,3631191917
05/07/2015 00:00:00,3749557476
05/08/2015 00:00:00,3844948782
05/09/2015 00:00:00,3817779737
05/10/2015 00:00:00,3788111865
05/11/2015 00:00:00,3809080788
05/12/2015 00:00:00,3800886891
05/13/2015 00:00:00,3701276653
05/14/2015 00:00:00,3722719828
05/15/2015 00:00:00,3726340900
05/16/2015 00:00:00,3699690020
05/17/2015 00:00:00,3697743138
05/18/2015 00:00:00,3626901152
05/19/2015 00:00:00,3652169724
05/20/2015 00:00:00,3681262127
05/21/2015 00:00:00,3698275578
05/22/2015 00:00:00,3816936355
05/23/2015 00:00:00,3801220963
05/24/2015 00:00:00,3828299467
05/25/2015 00:00:00,3759262924
05/26/2015 00:00:00,3756569441
05/27/2015 00:00:00,3773340690
05/28/2015 00:00:00,3825783799
05/29/2015 00:00:00,3850742227
05/30/2015 00:00:00,3771537731
05/31/2015 00:00:00,3709831494
06/01/2015 00:00:00,3580941538
06/02/2015 00:00:00,3658318192
06/03/2015 00:00:00,3646510902
06/04/2015 00:00:00,3621270599
06/05/2015 00:00:00,3643553848
06/06/2015 00:00:00,3660088251
06/07/2015 00:00:00,3623883349
06/08/2015 00:00:00,3707628952
06/09/2015 00:00:00,3714522881
06/10/2015 00:00:00,3698282724
06/11/2015 00:00:00,3716357470
06/12/2015 00:00:00,3715662697
06/13/2015 00:00:00,3775394085
06/14/2015 00:00:00,3787938919
06/15/2015 00:00:00,3861342404
06/16/2015 00:00:00,4132642438
06/17/2015 00:00:00,4116153458
06/18/2015 00:00:00,4148221993
06/19/2015 00:00:00,4104222155
06/20/2015 00:00:00,4108174612
06/21/2015 00:00:00,4085103611
06/22/2015 00:00:00,4140239091
06/23/2015 00:00:00,4097929115
06/24/2015 00:00:00,4037064177
06/25/2015 00:00:00,4075676681
06/26/2015 00:00:00,4105643231
06/27/2015 00:00:00,4240468679
06/28/2015 00:00:00,4212219106
06/29/2015 00:00:00,4355821976
06/30/2015 00:00:00,4430075535
07/01/2015 00:00:00,4367082710
07/02/2015 00:00:00,4310160201
07/03/2015 00:00:00,4346512985
07/04/2015 00:00:00,4396213729
07/05/2015 00:00:00,4573901213
07/06/2015 00:00:00,4539986675
07/07/2015 00:00:00,4482516537
07/08/2015 00:00:00,4594713293
07/09/2015 00:00:00,4604984222
07/10/2015 00:00:00,4706043540
07/11/2015 00:00:00,4832421169
07/12/2015 00:00:00,5144837475
07/13/2015 00:00:00,4843226408
07/14/2015 00:00:00,4757888204
07/15/2015 00:00:00,4716123794
07/16/2015 00:00:00,4570959774
07/17/2015 00:00:00,4602345504
07/18/2015 00:00:00,4571177250
07/19/2015 00:00:00,4528263024
07/20/2015 00:00:00,4607480564
07/21/2015 00:00:00,4539960591
07/22/2015 00:00:00,4569060654
07/23/2015 00:00:00,4553589916
07/24/2015 00:00:00,4762962526
07/25/2015 00:00:00,4781576525
07/26/2015 00:00:00,4853223693
07/27/2015 00:00:00,4876368866
07/28/2015 00:00:00,4895919313
07/29/2015 00:00:00,4814696424
07/30/2015 00:00:00,4773340786
07/31/2015 00:00:00,4720799405
08/01/2015 00:00:00,4643045901
08/02/2015 00:00:00,4670518898
08/03/2015 00:00:00,4640775052
08/04/2015 00:00:00,4722241576
08/05/2015 00:00:00,4665252371
08/06/2015 00:00:00,4594055995
08/07/2015 00:00:00,4623651189
08/08/2015 00:00:00,4388345378
08/09/2015 00:00:00,4467884318
08/10/2015 00:00:00,4464360169
08/11/2015 00:00:00,4591783494
08/12/2015 00:00:00,4523435373
08/13/2015 00:00:00,4497439069
08/14/2015 00:00:00,4527815204
08/15/2015 00:00:00,4493164370
08/16/2015 00:00:00,4413257290
08/17/2015 00:00:00,4386826084
08/18/2015 00:00:00,3906241467
08/19/2015 00:00:00,3887584703
08/20/2015 00:00:00,4055686750
08/21/2015 00:00:00,4004029216
08/22/2015 00:00:00,3959524635
08/23/2015 00:00:00,3925347423
08/24/2015 00:00:00,3618000097
08/25/2015 00:00:00,3798306975
08/26/2015 00:00:00,3854951283
08/27/2015 00:00:00,3848649585
08/28/2015 00:00:00,3948024614
08/29/2015 00:00:00,3940072820
08/30/2015 00:00:00,3937209967
08/31/2015 00:00:00,3940231626
09/01/2015 00:00:00,3912559754
09/02/2015 00:00:00,3928518424
09/03/2015 00:00:00,3884967865
09/04/2015 00:00:00,3936933236
09/05/2015 00:00:00,4027335066
09/06/2015 00:00:00,4113629095
09/07/2015 00:00:00,4104814077
09/08/2015 00:00:00,4158414826
09/09/2015 00:00:00,4062711961
09/10/2015 00:00:00,4063332031
09/11/2015 00:00:00,4074700685
09/12/2015 00:00:00,3997985460
09/13/2015 00:00:00,3912176360
09/14/2015 00:00:00,3908711353
09/15/2015 00:00:00,3919611223
09/16/2015 00:00:00,3882663356
09/17/2015 00:00:00,3951410684
09/18/2015 00:00:00,3945255235
09/19/2015 00:00:00,3934477074
09/20/2015 00:00:00,3939257195
09/21/2015 00:00:00,3861894513
09/22/2015 00:00:00,3919256945
09/23/2015 00:00:00,3881951257
09/24/2015 00:00:00,3953210989
09/25/2015 00:00:00,3950831714
09/26/2015 00:00:00,3936632828
09/27/2015 00:00:00,3911662824
09/28/2015 00:00:00,4004102811
09/29/2015 00:00:00,3935649249
09/30/2015 00:00:00,3949371987
10/01/2015 00:00:00,3958735213
10/02/2015 00:00:00,3969519151
10/03/2015 00:00:00,3980842528
10/04/2015 00:00:00,3962875958
10/05/2015 00:00:00,3989433590
10/06/2015 00:00:00,4096095296
10/07/2015 00:00:00,4040172445
10/08/2015 00:00:00,4015190687
10/09/2015 00:00:00,4057190835
10/10/2015 00:00:00,4075537912
10/11/2015 00:00:00,4118419217
10/12/2015 00:00:00,4093506831
10/13/2015 00:00:00,4152800116
10/14/2015 00:00:00,4182617287
10/15/2015 00:00:00,4221380087
10/16/2015 00:00:00,4338790993
10/17/2015 00:00:00,4462978736
10/18/2015 00:00:00,4336268937
10/19/2015 00:00:00,4344961992
10/20/2015 00:00:00,4421242422
10/21/2015 00:00:00,4381898853
10/22/2015 00:00:00,4516633954
10/23/2015 00:00:00,4547565686
10/24/2015 00:00:00,4628210339
10/25/2015 00:00:00,4639413468
10/26/2015 00:00:00,4681027649
10/27/2015 00:00:00,4822624032
10/28/2015 00:00:00,4971140390
10/29/2015 00:00:00,5161284410
10/30/2015 00:00:00,5398670122
10/31/2015 00:00:00,5140264196
11/01/2015 00:00:00,5391967561
11/02/2015 00:00:00,5928287782
11/03/2015 00:00:00,6567284581
11/04/2015 00:00:00,6571675884
11/05/2015 00:00:00,6226207453
11/06/2015 00:00:00,6045172845
11/07/2015 00:00:00,6199363086
11/08/2015 00:00:00,6031873865
11/09/2015 00:00:00,6118143171
11/10/2015 00:00:00,5491717929
11/11/2015 00:00:00,5092073563
11/12/2015 00:00:00,5472858684
11/13/2015 00:00:00,5490797514
11/14/2015 00:00:00,5408369987
11/15/2015 00:00:00,5215549005
11/16/2015 00:00:00,5394649477
11/17/2015 00:00:00,5466843237
11/18/2015 00:00:00,5447589584
11/19/2015 00:00:00,5303989696
11/20/2015 00:00:00,5249907565
11/21/2015 00:00:00,5339222341
11/22/2015 00:00:00,5294513756
11/23/2015 00:00:00,5276276932
11/24/2015 00:00:00,5219155180
11/25/2015 00:00:00,5367094221
11/26/2015 00:00:00,5747417441
11/27/2015 00:00:00,5810203114
11/28/2015 00:00:00,5810714307
11/29/2015 00:00:00,6047220732
11/30/2015 00:00:00,6100333992
12/01/2015 00:00:00,5871914671
12/02/2015 00:00:00,5815812081
12/03/2015 00:00:00,5835837703
12/04/2015 00:00:00,5912736744
12/05/2015 00:00:00,6314784243
12/06/2015 00:00:00,6330289555
12/07/2015 00:00:00,6438105962
12/08/2015 00:00:00,6861330067
12/09/2015 00:00:00,6877102257
12/10/2015 00:00:00,6812955028
12/11/2015 00:00:00,7450117793
12/12/2015 00:00:00,7155906205
12/13/2015 00:00:00,7113679027
12/14/2015 00:00:00,7212926650
12/15/2015 00:00:00,7531659065
12/16/2015 00:00:00,7384373516
12/17/2015 00:00:00,7400718532
12/18/2015 00:00:00,7502568554
12/19/2015 00:00:00,7480047244
12/20/2015 00:00:00,7169195182
